GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI09783	LOCMI09783	PREDICTED: putative fatty acyl-CoA reductase CG5065-like	LOCMI09783	GO:0055114	oxidation-reduction process
LOCMI03436	LOCMI03436	tyrosine 3-monooxygenase, putative	LOCMI03436	GO:0055114	oxidation-reduction process
LOCMI16156	LOCMI16156	RecName: Full=Cytochrome P450 6k1; AltName: Full=CYPVIK1 gb|AAK57914.1|AF281328_1 cytochrome P450 CYP6K1	LOCMI16156	GO:0055114	oxidation-reduction process
LOCMI15899	LOCMI15899	D6WFZ1_TRICA Putative uncharacterized protein	LOCMI15899	GO:0055114	oxidation-reduction process
LOCMI16260	LOCMI16260	glutathione peroxidase 6 precursor, putative	LOCMI16260	GO:0055114	oxidation-reduction process
LOCMI16176	LOCMI16176	cytochrome P450	LOCMI16176	GO:0055114	oxidation-reduction process
LOCMI16171	LOCMI16171	cytochrome P450	LOCMI16171	GO:0055114	oxidation-reduction process
LOCMI16264	LOCMI16264	PREDICTED: peroxidase-like isoform 1	LOCMI16264	GO:0055114	oxidation-reduction process
LOCMI16173	LOCMI16173	cytochrome P450	LOCMI16173	GO:0055114	oxidation-reduction process
LOCMI05040	LOCMI05040	Chorion peroxidase precursor, putative	LOCMI05040	GO:0055114	oxidation-reduction process
LOCMI05775	LOCMI05775	Chorion peroxidase precursor, putative	LOCMI05775	GO:0055114	oxidation-reduction process
LOCMI16056	LOCMI16056	B0EVL7_BOMMO Glycerol-3-phosphate dehydrogenase	LOCMI16056	GO:0055114	oxidation-reduction process
LOCMI11922	LOCMI11922	PREDICTED: flavin-containing monooxygenase FMO GS-OX3-like	LOCMI11922	GO:0055114	oxidation-reduction process
LOCMI16136	LOCMI16136	Cytochrome P450 4g15	LOCMI16136	GO:0055114	oxidation-reduction process
LOCMI15879	LOCMI15879	AGAP004786-PA	LOCMI15879	GO:0055114	oxidation-reduction process
LOCMI04084	LOCMI04084	PREDICTED: putative fatty acyl-CoA reductase CG5065-like isoform 1	LOCMI04084	GO:0055114	oxidation-reduction process
LOCMI15836	LOCMI15836	sn-glycerol-3-phosphate dehydrogenase isoform 4	LOCMI15836	GO:0055114	oxidation-reduction process
LOCMI01033	LOCMI01033	B0WXB4_CULQU Oxidase/peroxidase	LOCMI01033	GO:0055114	oxidation-reduction process
LOCMI04643	LOCMI04643	Q16GQ4_AEDAE Putative uncharacterized protein	LOCMI04643	GO:0055114	oxidation-reduction process
LOCMI02396	LOCMI02396	pale, isoform A	LOCMI02396	GO:0055114	oxidation-reduction process
LOCMI11162	LOCMI11162	Q16LY3_AEDAE Oxidase/peroxidase	LOCMI11162	GO:0055114	oxidation-reduction process
LOCMI11161	LOCMI11161	PREDICTED: chorion peroxidase-like	LOCMI11161	GO:0055114	oxidation-reduction process
LOCMI09257	LOCMI09257	male sterility domain-containing protein, putative	LOCMI09257	GO:0055114	oxidation-reduction process
LOCMI16187	LOCMI16187	cytochrome P450 6BQ13	LOCMI16187	GO:0055114	oxidation-reduction process
LOCMI16151	LOCMI16151	PREDICTED: probable cytochrome P450 301a1, mitochondrial-like	LOCMI16151	GO:0055114	oxidation-reduction process
LOCMI10884	LOCMI10884	Chorion peroxidase precursor, putative	LOCMI10884	GO:0016491	oxidoreductase activity
LOCMI03486	LOCMI03486	B4L259_DROMO GI15372	LOCMI03486	GO:0016491	oxidoreductase activity
LOCMI16259	LOCMI16259	PREDICTED: peroxidase-like isoform 1	LOCMI16259	GO:0016491	oxidoreductase activity
LOCMI16397	LOCMI16397	phenylalanine-tryptophan hydroxylase	LOCMI16397	GO:0016491	oxidoreductase activity
LOCMI04519	LOCMI04519	PREDICTED: procollagen-lysine,2-oxoglutarate 5-dioxygenase 3-like	LOCMI04519	GO:0016491	oxidoreductase activity
LOCMI15821	LOCMI15821	D6W7D3_TRICA Putative uncharacterized protein	LOCMI15821	GO:0016491	oxidoreductase activity
LOCMI06504	LOCMI06504	PREDICTED: putative fatty acyl-CoA reductase CG5065-like isoform 1	LOCMI06504	GO:0016491	oxidoreductase activity
LOCMI03329	LOCMI03329	B3MXJ9_DROAN GF19436	LOCMI03329	GO:0016491	oxidoreductase activity
LOCMI13964	LOCMI13964	C3YD42_BRAFL Putative uncharacterized protein (Fragment)	LOCMI13964	GO:0016491	oxidoreductase activity
LOCMI06426	LOCMI06426	Iodotyrosine dehalogenase 1 precursor, putative	LOCMI06426	GO:0016491	oxidoreductase activity
LOCMI13963	LOCMI13963	Laccase2	LOCMI13963	GO:0016491	oxidoreductase activity
LOCMI16187	LOCMI16187	cytochrome P450 6BQ13	LOCMI16187	GO:0016491	oxidoreductase activity
LOCMI09783	LOCMI09783	PREDICTED: putative fatty acyl-CoA reductase CG5065-like	LOCMI09783	GO:0016491	oxidoreductase activity
LOCMI03436	LOCMI03436	tyrosine 3-monooxygenase, putative	LOCMI03436	GO:0016491	oxidoreductase activity
LOCMI04029	LOCMI04029	glucose dehydrogenase precursor, putative	LOCMI04029	GO:0016491	oxidoreductase activity
LOCMI04643	LOCMI04643	Q16GQ4_AEDAE Putative uncharacterized protein	LOCMI04643	GO:0016491	oxidoreductase activity
LOCMI16221	LOCMI16221	GG20554	LOCMI16221	GO:0016491	oxidoreductase activity
LOCMI15899	LOCMI15899	D6WFZ1_TRICA Putative uncharacterized protein	LOCMI15899	GO:0016491	oxidoreductase activity
LOCMI16260	LOCMI16260	glutathione peroxidase 6 precursor, putative	LOCMI16260	GO:0016491	oxidoreductase activity
LOCMI16176	LOCMI16176	cytochrome P450	LOCMI16176	GO:0016491	oxidoreductase activity
LOCMI16171	LOCMI16171	cytochrome P450	LOCMI16171	GO:0016491	oxidoreductase activity
LOCMI16264	LOCMI16264	PREDICTED: peroxidase-like isoform 1	LOCMI16264	GO:0016491	oxidoreductase activity
LOCMI16173	LOCMI16173	cytochrome P450	LOCMI16173	GO:0016491	oxidoreductase activity
LOCMI05040	LOCMI05040	Chorion peroxidase precursor, putative	LOCMI05040	GO:0016491	oxidoreductase activity
LOCMI05775	LOCMI05775	Chorion peroxidase precursor, putative	LOCMI05775	GO:0016491	oxidoreductase activity
LOCMI16056	LOCMI16056	B0EVL7_BOMMO Glycerol-3-phosphate dehydrogenase	LOCMI16056	GO:0016491	oxidoreductase activity
LOCMI11922	LOCMI11922	PREDICTED: flavin-containing monooxygenase FMO GS-OX3-like	LOCMI11922	GO:0016491	oxidoreductase activity
LOCMI02490	LOCMI02490	Short-chain dehydrogenase/reductase SDR	LOCMI02490	GO:0016491	oxidoreductase activity
LOCMI15879	LOCMI15879	AGAP004786-PA	LOCMI15879	GO:0016491	oxidoreductase activity
LOCMI04084	LOCMI04084	PREDICTED: putative fatty acyl-CoA reductase CG5065-like isoform 1	LOCMI04084	GO:0016491	oxidoreductase activity
LOCMI01280	LOCMI01280	D-beta-hydroxybutyrate dehydrogenase, putative	LOCMI01280	GO:0016491	oxidoreductase activity
LOCMI16156	LOCMI16156	RecName: Full=Cytochrome P450 6k1; AltName: Full=CYPVIK1 gb|AAK57914.1|AF281328_1 cytochrome P450 CYP6K1	LOCMI16156	GO:0016491	oxidoreductase activity
LOCMI16136	LOCMI16136	Cytochrome P450 4g15	LOCMI16136	GO:0016491	oxidoreductase activity
LOCMI06829	LOCMI06829	PREDICTED: similar to thioredoxin (AGAP003338-PA)	LOCMI06829	GO:0016491	oxidoreductase activity
LOCMI02396	LOCMI02396	pale, isoform A	LOCMI02396	GO:0016491	oxidoreductase activity
LOCMI11162	LOCMI11162	Q16LY3_AEDAE Oxidase/peroxidase	LOCMI11162	GO:0016491	oxidoreductase activity
LOCMI11161	LOCMI11161	PREDICTED: chorion peroxidase-like	LOCMI11161	GO:0016491	oxidoreductase activity
LOCMI13304	LOCMI13304	PREDICTED: glucose dehydrogenase	LOCMI13304	GO:0016491	oxidoreductase activity
LOCMI09257	LOCMI09257	male sterility domain-containing protein, putative	LOCMI09257	GO:0016491	oxidoreductase activity
LOCMI15836	LOCMI15836	sn-glycerol-3-phosphate dehydrogenase isoform 4	LOCMI15836	GO:0016491	oxidoreductase activity
LOCMI16151	LOCMI16151	PREDICTED: probable cytochrome P450 301a1, mitochondrial-like	LOCMI16151	GO:0016491	oxidoreductase activity
LOCMI01033	LOCMI01033	B0WXB4_CULQU Oxidase/peroxidase	LOCMI01033	GO:0016491	oxidoreductase activity
LOCMI16232	LOCMI16232	cytochrome P450, family 4, subfamily v, polypeptide 2	LOCMI16232	GO:0016491	oxidoreductase activity
