GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI03184	LOCMI03184	complement component	LOCMI03184	GO:0005622	intracellular
LOCMI11496	LOCMI11496	PREDICTED: 40S ribosomal protein S19a-like	LOCMI11496	GO:0005622	intracellular
LOCMI07539	LOCMI07539	PREDICTED: 60S ribosomal protein L15	LOCMI07539	GO:0005622	intracellular
LOCMI16102	LOCMI16102	vacuolar ATPase G subunit-like protein	LOCMI16102	GO:0005622	intracellular
LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	LOCMI15980	GO:0005622	intracellular
LOCMI12288	LOCMI12288	60S ribosomal protein L44	LOCMI12288	GO:0005622	intracellular
LOCMI05567	LOCMI05567	40S ribosomal protein S24	LOCMI05567	GO:0005622	intracellular
LOCMI15434	LOCMI15434	PREDICTED: 40S ribosomal protein S15	LOCMI15434	GO:0005622	intracellular
LOCMI09452	LOCMI09452	60S ribosomal protein L38	LOCMI09452	GO:0005622	intracellular
LOCMI01417	LOCMI01417	PREDICTED: similar to proteasome subunit beta type 5,8	LOCMI01417	GO:0005622	intracellular
LOCMI07012	LOCMI07012	60S ribosomal protein L21	LOCMI07012	GO:0005622	intracellular
LOCMI10395	LOCMI10395	Q06DG1_ANOFN Actin-related protein 2/3 complex subunit 5	LOCMI10395	GO:0005622	intracellular
LOCMI10952	LOCMI10952	Proteasome subunit beta type-3	LOCMI10952	GO:0005622	intracellular
LOCMI07936	LOCMI07936	PREDICTED: histone H2A.V	LOCMI07936	GO:0005622	intracellular
LOCMI05214	LOCMI05214	ribosomal protein L35	LOCMI05214	GO:0005622	intracellular
LOCMI07932	LOCMI07932	Q0E8V7_DROME CG34132	LOCMI07932	GO:0005622	intracellular
LOCMI07650	LOCMI07650	Eukaryotic translation initiation factor 3 subunit K	LOCMI07650	GO:0005622	intracellular
LOCMI00625	LOCMI00625	PREDICTED: histone H2B.3-like	LOCMI00625	GO:0005622	intracellular
LOCMI02563	LOCMI02563	ribosomal protein L13	LOCMI02563	GO:0005622	intracellular
LOCMI14604	LOCMI14604	C3XUB4_BRAFL Putative uncharacterized protein	LOCMI14604	GO:0005622	intracellular
LOCMI07939	LOCMI07939	proliferating cell nuclear antigen	LOCMI07939	GO:0005622	intracellular
LOCMI00130	LOCMI00130	PREDICTED: 60S ribosomal protein L38-like	LOCMI00130	GO:0005622	intracellular
LOCMI04165	LOCMI04165	GK25335	LOCMI04165	GO:0005622	intracellular
LOCMI12177	LOCMI12177	40S ribosomal protein S15a	LOCMI12177	GO:0005622	intracellular
LOCMI00324	LOCMI00324	B4NE95_DROWI GK25335	LOCMI00324	GO:0005622	intracellular
LOCMI00680	LOCMI00680	PREDICTED: 60S ribosomal protein L11-like	LOCMI00680	GO:0005622	intracellular
LOCMI00585	LOCMI00585	Q2F5V6_BOMMO Translocase of inner mitochondrial membrane 8 homolog b	LOCMI00585	GO:0005622	intracellular
LOCMI17197	LOCMI17197	PREDICTED: protein mago nashi	LOCMI17197	GO:0005622	intracellular
LOCMI08528	LOCMI08528	ribosomal protein L13	LOCMI08528	GO:0005622	intracellular
LOCMI09731	LOCMI09731	S20e ribosomal protein	LOCMI09731	GO:0005622	intracellular
LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a	LOCMI09637	GO:0005622	intracellular
LOCMI15838	LOCMI15838	B0X2B1_CULQU Putative uncharacterized protein	LOCMI15838	GO:0005622	intracellular
LOCMI07717	LOCMI07717	40S ribosomal protein S24	LOCMI07717	GO:0005622	intracellular
LOCMI02056	LOCMI02056	Q7QCF8_ANOGA AGAP002606-PA	LOCMI02056	GO:0005622	intracellular
LOCMI11068	LOCMI11068	ribosomal protein L36e	LOCMI11068	GO:0005622	intracellular
LOCMI08448	LOCMI08448	ribosomal protein L8e	LOCMI08448	GO:0005622	intracellular
LOCMI09135	LOCMI09135	Q56FH5_LYSTE Ribosomal protein L8	LOCMI09135	GO:0005622	intracellular
LOCMI12362	LOCMI12362	39S ribosomal protein L11, mitochondrial	LOCMI12362	GO:0005622	intracellular
LOCMI10394	LOCMI10394	ribosomal protein L35	LOCMI10394	GO:0005622	intracellular
LOCMI15334	LOCMI15334	proteasome subunit beta 7	LOCMI15334	GO:0005622	intracellular
LOCMI00915	LOCMI00915	signal peptidase complex subunit 1-like protein	LOCMI00915	GO:0005622	intracellular
LOCMI16024	LOCMI16024	GH10285	LOCMI16024	GO:0005622	intracellular
LOCMI06257	LOCMI06257	PREDICTED: 40S ribosomal protein S5a-like	LOCMI06257	GO:0005622	intracellular
LOCMI03500	LOCMI03500	60S ribosomal protein L44	LOCMI03500	GO:0005622	intracellular
LOCMI00692	LOCMI00692	prefoldin subunit, putative	LOCMI00692	GO:0006457	protein folding
LOCMI00404	LOCMI00404	endoplasmin	LOCMI00404	GO:0006457	protein folding
LOCMI10998	LOCMI10998	PREDICTED: prefoldin subunit 6-like	LOCMI10998	GO:0006457	protein folding
LOCMI07339	LOCMI07339	Q17CT4_AEDAE GrpE protein homolog	LOCMI07339	GO:0006457	protein folding
LOCMI04546	LOCMI04546	PREDICTED: prefoldin subunit 6-like	LOCMI04546	GO:0006457	protein folding
LOCMI08769	LOCMI08769	PREDICTED: peptidyl-prolyl cis-trans isomerase B-like	LOCMI08769	GO:0006457	protein folding
LOCMI10618	LOCMI10618	PREDICTED: peptidyl-prolyl cis-trans isomerase-like	LOCMI10618	GO:0006457	protein folding
LOCMI10619	LOCMI10619	PREDICTED: peptidyl-prolyl cis-trans isomerase-like	LOCMI10619	GO:0006457	protein folding
LOCMI09944	LOCMI09944	Probable prefoldin subunit 4	LOCMI09944	GO:0006457	protein folding
LOCMI07996	LOCMI07996	heat shock protein 60	LOCMI07996	GO:0006457	protein folding
LOCMI10344	LOCMI10344	PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP14-like	LOCMI10344	GO:0006457	protein folding
LOCMI09020	LOCMI09020	B3GCD7_GRYPE Peptidyl-prolyl cis-trans isomerase (Fragment)	LOCMI09020	GO:0006457	protein folding
LOCMI00611	LOCMI00611	calreticulin	LOCMI00611	GO:0006457	protein folding
LOCMI16006	LOCMI16006	H+ transporting ATP synthase subunit e	LOCMI16006	GO:0009141	nucleoside triphosphate metabolic process
LOCMI00523	LOCMI00523	putative nucleoside diphosphate kinase	LOCMI00523	GO:0009141	nucleoside triphosphate metabolic process
LOCMI16084	LOCMI16084	AGAP004616-PA	LOCMI16084	GO:0009141	nucleoside triphosphate metabolic process
LOCMI15894	LOCMI15894	vacuolar ATP synthase subunit F	LOCMI15894	GO:0009141	nucleoside triphosphate metabolic process
LOCMI15884	LOCMI15884	Q1HR38_AEDAE Hydrogen-transporting ATP synthase, G-subunit, putative	LOCMI15884	GO:0009141	nucleoside triphosphate metabolic process
LOCMI13033	LOCMI13033	PREDICTED: ATP synthase subunit epsilon, mitochondrial-like isoform 1	LOCMI13033	GO:0009141	nucleoside triphosphate metabolic process
LOCMI15979	LOCMI15979	GF16047	LOCMI15979	GO:0009141	nucleoside triphosphate metabolic process
LOCMI15911	LOCMI15911	ATP synthase lipid-binding protein, mitochondrial	LOCMI15911	GO:0009141	nucleoside triphosphate metabolic process
LOCMI15925	LOCMI15925	AGAP001138-PA	LOCMI15925	GO:0009141	nucleoside triphosphate metabolic process
LOCMI15865	LOCMI15865	vacuolar H+-ATPase v1 sector subunit D	LOCMI15865	GO:0009141	nucleoside triphosphate metabolic process
LOCMI00586	LOCMI00586	Q2F5V6_BOMMO Translocase of inner mitochondrial membrane 8 homolog b	LOCMI00586	GO:0006605	protein targeting
LOCMI00585	LOCMI00585	Q2F5V6_BOMMO Translocase of inner mitochondrial membrane 8 homolog b	LOCMI00585	GO:0006605	protein targeting
LOCMI10612	LOCMI10612	RecName: Full=Protein transport protein Sec61 subunit gamma gb|AAP47228.1| Sec61p gamma subunit	LOCMI10612	GO:0006605	protein targeting
LOCMI12559	LOCMI12559	PREDICTED: translocon-associated protein subunit gamma-like	LOCMI12559	GO:0006605	protein targeting
LOCMI07932	LOCMI07932	Q0E8V7_DROME CG34132	LOCMI07932	GO:0006605	protein targeting
LOCMI04853	LOCMI04853	signal recognition particle	LOCMI04853	GO:0006605	protein targeting
LOCMI00692	LOCMI00692	prefoldin subunit, putative	LOCMI00692	GO:0051082	unfolded protein binding
LOCMI00404	LOCMI00404	endoplasmin	LOCMI00404	GO:0051082	unfolded protein binding
LOCMI10998	LOCMI10998	PREDICTED: prefoldin subunit 6-like	LOCMI10998	GO:0051082	unfolded protein binding
LOCMI04546	LOCMI04546	PREDICTED: prefoldin subunit 6-like	LOCMI04546	GO:0051082	unfolded protein binding
LOCMI00611	LOCMI00611	calreticulin	LOCMI00611	GO:0051082	unfolded protein binding
LOCMI09944	LOCMI09944	Probable prefoldin subunit 4	LOCMI09944	GO:0051082	unfolded protein binding
LOCMI07996	LOCMI07996	heat shock protein 60	LOCMI07996	GO:0051082	unfolded protein binding
LOCMI13569	LOCMI13569	Q4LAY4_9COLE Ribosomal protein S28e	LOCMI13569	GO:0030529	ribonucleoprotein complex
LOCMI01704	LOCMI01704	PREDICTED: ubiquitin-40S ribosomal protein S27a-like isoform 2	LOCMI01704	GO:0030529	ribonucleoprotein complex
LOCMI07886	LOCMI07886	B0WL56_CULQU 39S ribosomal protein L14, mitochondrial	LOCMI07886	GO:0030529	ribonucleoprotein complex
LOCMI10600	LOCMI10600	putative ribosomal protein S4e	LOCMI10600	GO:0030529	ribonucleoprotein complex
LOCMI13545	LOCMI13545	60S ribosomal protein L8	LOCMI13545	GO:0030529	ribonucleoprotein complex
LOCMI05114	LOCMI05114	ribosomal protein L35	LOCMI05114	GO:0030529	ribonucleoprotein complex
LOCMI10621	LOCMI10621	ribosomal protein L31e	LOCMI10621	GO:0030529	ribonucleoprotein complex
LOCMI11496	LOCMI11496	PREDICTED: 40S ribosomal protein S19a-like	LOCMI11496	GO:0030529	ribonucleoprotein complex
LOCMI05642	LOCMI05642	putative ribosomal protein S23e	LOCMI05642	GO:0030529	ribonucleoprotein complex
LOCMI10353	LOCMI10353	putative ribosomal protein S14	LOCMI10353	GO:0030529	ribonucleoprotein complex
LOCMI04634	LOCMI04634	40S ribosomal protein S13	LOCMI04634	GO:0030529	ribonucleoprotein complex
LOCMI09605	LOCMI09605	putative ribosomal protein 49	LOCMI09605	GO:0030529	ribonucleoprotein complex
LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a	LOCMI09637	GO:0030529	ribonucleoprotein complex
LOCMI10269	LOCMI10269	ubiquitin/ribosomal protein S27Ae fusion protein	LOCMI10269	GO:0030529	ribonucleoprotein complex
LOCMI12288	LOCMI12288	60S ribosomal protein L44	LOCMI12288	GO:0030529	ribonucleoprotein complex
LOCMI10036	LOCMI10036	ribosomal protein L22	LOCMI10036	GO:0030529	ribonucleoprotein complex
LOCMI05567	LOCMI05567	40S ribosomal protein S24	LOCMI05567	GO:0030529	ribonucleoprotein complex
LOCMI09539	LOCMI09539	ribosomal protein S30	LOCMI09539	GO:0030529	ribonucleoprotein complex
LOCMI09135	LOCMI09135	Q56FH5_LYSTE Ribosomal protein L8	LOCMI09135	GO:0030529	ribonucleoprotein complex
LOCMI13842	LOCMI13842	GL15397	LOCMI13842	GO:0030529	ribonucleoprotein complex
LOCMI07867	LOCMI07867	ribosomal protein L14	LOCMI07867	GO:0030529	ribonucleoprotein complex
LOCMI02068	LOCMI02068	ribosomal protein S13	LOCMI02068	GO:0030529	ribonucleoprotein complex
LOCMI09452	LOCMI09452	60S ribosomal protein L38	LOCMI09452	GO:0030529	ribonucleoprotein complex
LOCMI07012	LOCMI07012	60S ribosomal protein L21	LOCMI07012	GO:0030529	ribonucleoprotein complex
LOCMI06322	LOCMI06322	GF14155	LOCMI06322	GO:0030529	ribonucleoprotein complex
LOCMI08559	LOCMI08559	GA15071	LOCMI08559	GO:0030529	ribonucleoprotein complex
LOCMI03823	LOCMI03823	ribosomal protein L19e	LOCMI03823	GO:0030529	ribonucleoprotein complex
LOCMI02753	LOCMI02753	A6YPG5_TRIIF 40S ribosomal protein S11	LOCMI02753	GO:0030529	ribonucleoprotein complex
LOCMI06602	LOCMI06602	60S ribosomal protein L9	LOCMI06602	GO:0030529	ribonucleoprotein complex
LOCMI13397	LOCMI13397	Q4GXE5_JULON Ribosomal protein L24e	LOCMI13397	GO:0030529	ribonucleoprotein complex
LOCMI02250	LOCMI02250	PREDICTED: 40S ribosomal protein S16	LOCMI02250	GO:0030529	ribonucleoprotein complex
LOCMI09144	LOCMI09144	ribosomal protein L10	LOCMI09144	GO:0030529	ribonucleoprotein complex
LOCMI13143	LOCMI13143	ribosomal protein L36e	LOCMI13143	GO:0030529	ribonucleoprotein complex
LOCMI02563	LOCMI02563	ribosomal protein L13	LOCMI02563	GO:0030529	ribonucleoprotein complex
LOCMI00502	LOCMI00502	40S ribosomal protein S21, putative	LOCMI00502	GO:0030529	ribonucleoprotein complex
LOCMI01249	LOCMI01249	60S ribosomal protein L35a	LOCMI01249	GO:0030529	ribonucleoprotein complex
LOCMI04863	LOCMI04863	PREDICTED: 60S ribosomal protein L9	LOCMI04863	GO:0030529	ribonucleoprotein complex
LOCMI02613	LOCMI02613	PREDICTED: 60S ribosomal protein L4-like	LOCMI02613	GO:0030529	ribonucleoprotein complex
LOCMI13355	LOCMI13355	PREDICTED: 40S ribosomal protein S18	LOCMI13355	GO:0030529	ribonucleoprotein complex
LOCMI13395	LOCMI13395	ribosomal protein L35	LOCMI13395	GO:0030529	ribonucleoprotein complex
LOCMI12177	LOCMI12177	40S ribosomal protein S15a	LOCMI12177	GO:0030529	ribonucleoprotein complex
LOCMI01469	LOCMI01469	putative ribosomal protein S27	LOCMI01469	GO:0030529	ribonucleoprotein complex
LOCMI14590	LOCMI14590	60S ribosomal protein L8	LOCMI14590	GO:0030529	ribonucleoprotein complex
LOCMI15205	LOCMI15205	60S ribosomal protein L38	LOCMI15205	GO:0030529	ribonucleoprotein complex
LOCMI00680	LOCMI00680	PREDICTED: 60S ribosomal protein L11-like	LOCMI00680	GO:0030529	ribonucleoprotein complex
LOCMI16282	LOCMI16282	E9IEY1_SOLIN Putative uncharacterized protein (Fragment)	LOCMI16282	GO:0030529	ribonucleoprotein complex
LOCMI03768	LOCMI03768	PREDICTED: 40S ribosomal protein S14a	LOCMI03768	GO:0030529	ribonucleoprotein complex
LOCMI01674	LOCMI01674	PREDICTED: 60S ribosomal protein L3-like	LOCMI01674	GO:0030529	ribonucleoprotein complex
LOCMI05214	LOCMI05214	ribosomal protein L35	LOCMI05214	GO:0030529	ribonucleoprotein complex
LOCMI05551	LOCMI05551	AGAP004818-PA	LOCMI05551	GO:0030529	ribonucleoprotein complex
LOCMI05618	LOCMI05618	60S ribosomal protein L8	LOCMI05618	GO:0030529	ribonucleoprotein complex
LOCMI08528	LOCMI08528	ribosomal protein L13	LOCMI08528	GO:0030529	ribonucleoprotein complex
LOCMI09731	LOCMI09731	S20e ribosomal protein	LOCMI09731	GO:0030529	ribonucleoprotein complex
LOCMI02690	LOCMI02690	Q56FF3_LYSTE Ribosomal protein S15A	LOCMI02690	GO:0030529	ribonucleoprotein complex
LOCMI07397	LOCMI07397	ribosomal protein L13	LOCMI07397	GO:0030529	ribonucleoprotein complex
LOCMI15434	LOCMI15434	PREDICTED: 40S ribosomal protein S15	LOCMI15434	GO:0030529	ribonucleoprotein complex
LOCMI07717	LOCMI07717	40S ribosomal protein S24	LOCMI07717	GO:0030529	ribonucleoprotein complex
LOCMI03326	LOCMI03326	40S ribosomal protein S11	LOCMI03326	GO:0030529	ribonucleoprotein complex
LOCMI07539	LOCMI07539	PREDICTED: 60S ribosomal protein L15	LOCMI07539	GO:0030529	ribonucleoprotein complex
LOCMI07300	LOCMI07300	PREDICTED: ubiquitin-like protein FUBI-like	LOCMI07300	GO:0030529	ribonucleoprotein complex
LOCMI02121	LOCMI02121	PREDICTED: 40S ribosomal protein S9-like	LOCMI02121	GO:0030529	ribonucleoprotein complex
LOCMI06694	LOCMI06694	acidic ribosomal protein	LOCMI06694	GO:0030529	ribonucleoprotein complex
LOCMI01789	LOCMI01789	60S ribosomal protein L21	LOCMI01789	GO:0030529	ribonucleoprotein complex
LOCMI07458	LOCMI07458	mitochondrial ribosomal protein, L33	LOCMI07458	GO:0030529	ribonucleoprotein complex
LOCMI05377	LOCMI05377	RecName: Full=40S ribosomal protein S3a gb|AAW57773.1| Parcxpwex01	LOCMI05377	GO:0030529	ribonucleoprotein complex
LOCMI08448	LOCMI08448	ribosomal protein L8e	LOCMI08448	GO:0030529	ribonucleoprotein complex
LOCMI09756	LOCMI09756	PREDICTED: 60S ribosomal protein L30-like	LOCMI09756	GO:0030529	ribonucleoprotein complex
LOCMI11190	LOCMI11190	mitochondrial ribosomal protein, S18C, putative	LOCMI11190	GO:0030529	ribonucleoprotein complex
LOCMI00130	LOCMI00130	PREDICTED: 60S ribosomal protein L38-like	LOCMI00130	GO:0030529	ribonucleoprotein complex
LOCMI07471	LOCMI07471	ribosomal protein L6	LOCMI07471	GO:0030529	ribonucleoprotein complex
LOCMI11744	LOCMI11744	RecName: Full=40S ribosomal protein S13 gb|AAK92182.1|AF400210_1 ribosomal protein S13	LOCMI11744	GO:0030529	ribonucleoprotein complex
LOCMI09269	LOCMI09269	PREDICTED: 40S ribosomal protein S16	LOCMI09269	GO:0030529	ribonucleoprotein complex
LOCMI11068	LOCMI11068	ribosomal protein L36e	LOCMI11068	GO:0030529	ribonucleoprotein complex
LOCMI10394	LOCMI10394	ribosomal protein L35	LOCMI10394	GO:0030529	ribonucleoprotein complex
LOCMI13626	LOCMI13626	60S ribosomal protein L12	LOCMI13626	GO:0030529	ribonucleoprotein complex
LOCMI08029	LOCMI08029	60S ribosomal protein L38	LOCMI08029	GO:0030529	ribonucleoprotein complex
LOCMI06222	LOCMI06222	Q4GXD7_PLAAL Ribosomal protein L26e	LOCMI06222	GO:0030529	ribonucleoprotein complex
LOCMI04836	LOCMI04836	ribosomal protein L19e	LOCMI04836	GO:0030529	ribonucleoprotein complex
LOCMI00164	LOCMI00164	ribosomal protein L35Ae	LOCMI00164	GO:0030529	ribonucleoprotein complex
LOCMI09316	LOCMI09316	ribosomal protein S8	LOCMI09316	GO:0030529	ribonucleoprotein complex
LOCMI01110	LOCMI01110	PREDICTED: 40S ribosomal protein S26	LOCMI01110	GO:0030529	ribonucleoprotein complex
LOCMI06257	LOCMI06257	PREDICTED: 40S ribosomal protein S5a-like	LOCMI06257	GO:0030529	ribonucleoprotein complex
LOCMI03500	LOCMI03500	60S ribosomal protein L44	LOCMI03500	GO:0030529	ribonucleoprotein complex
LOCMI12362	LOCMI12362	39S ribosomal protein L11, mitochondrial	LOCMI12362	GO:0030529	ribonucleoprotein complex
LOCMI13569	LOCMI13569	Q4LAY4_9COLE Ribosomal protein S28e	LOCMI13569	GO:0003735	structural constituent of ribosome
LOCMI01704	LOCMI01704	PREDICTED: ubiquitin-40S ribosomal protein S27a-like isoform 2	LOCMI01704	GO:0003735	structural constituent of ribosome
LOCMI07886	LOCMI07886	B0WL56_CULQU 39S ribosomal protein L14, mitochondrial	LOCMI07886	GO:0003735	structural constituent of ribosome
LOCMI10600	LOCMI10600	putative ribosomal protein S4e	LOCMI10600	GO:0003735	structural constituent of ribosome
LOCMI13545	LOCMI13545	60S ribosomal protein L8	LOCMI13545	GO:0003735	structural constituent of ribosome
LOCMI05114	LOCMI05114	ribosomal protein L35	LOCMI05114	GO:0003735	structural constituent of ribosome
LOCMI10621	LOCMI10621	ribosomal protein L31e	LOCMI10621	GO:0003735	structural constituent of ribosome
LOCMI11496	LOCMI11496	PREDICTED: 40S ribosomal protein S19a-like	LOCMI11496	GO:0003735	structural constituent of ribosome
LOCMI05642	LOCMI05642	putative ribosomal protein S23e	LOCMI05642	GO:0003735	structural constituent of ribosome
LOCMI10353	LOCMI10353	putative ribosomal protein S14	LOCMI10353	GO:0003735	structural constituent of ribosome
LOCMI04634	LOCMI04634	40S ribosomal protein S13	LOCMI04634	GO:0003735	structural constituent of ribosome
LOCMI09605	LOCMI09605	putative ribosomal protein 49	LOCMI09605	GO:0003735	structural constituent of ribosome
LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a	LOCMI09637	GO:0003735	structural constituent of ribosome
LOCMI10269	LOCMI10269	ubiquitin/ribosomal protein S27Ae fusion protein	LOCMI10269	GO:0003735	structural constituent of ribosome
LOCMI12288	LOCMI12288	60S ribosomal protein L44	LOCMI12288	GO:0003735	structural constituent of ribosome
LOCMI10036	LOCMI10036	ribosomal protein L22	LOCMI10036	GO:0003735	structural constituent of ribosome
LOCMI05567	LOCMI05567	40S ribosomal protein S24	LOCMI05567	GO:0003735	structural constituent of ribosome
LOCMI09539	LOCMI09539	ribosomal protein S30	LOCMI09539	GO:0003735	structural constituent of ribosome
LOCMI09135	LOCMI09135	Q56FH5_LYSTE Ribosomal protein L8	LOCMI09135	GO:0003735	structural constituent of ribosome
LOCMI13842	LOCMI13842	GL15397	LOCMI13842	GO:0003735	structural constituent of ribosome
LOCMI07867	LOCMI07867	ribosomal protein L14	LOCMI07867	GO:0003735	structural constituent of ribosome
LOCMI02068	LOCMI02068	ribosomal protein S13	LOCMI02068	GO:0003735	structural constituent of ribosome
LOCMI09452	LOCMI09452	60S ribosomal protein L38	LOCMI09452	GO:0003735	structural constituent of ribosome
LOCMI07012	LOCMI07012	60S ribosomal protein L21	LOCMI07012	GO:0003735	structural constituent of ribosome
LOCMI06322	LOCMI06322	GF14155	LOCMI06322	GO:0003735	structural constituent of ribosome
LOCMI08559	LOCMI08559	GA15071	LOCMI08559	GO:0003735	structural constituent of ribosome
LOCMI03823	LOCMI03823	ribosomal protein L19e	LOCMI03823	GO:0003735	structural constituent of ribosome
LOCMI02753	LOCMI02753	A6YPG5_TRIIF 40S ribosomal protein S11	LOCMI02753	GO:0003735	structural constituent of ribosome
LOCMI06602	LOCMI06602	60S ribosomal protein L9	LOCMI06602	GO:0003735	structural constituent of ribosome
LOCMI13397	LOCMI13397	Q4GXE5_JULON Ribosomal protein L24e	LOCMI13397	GO:0003735	structural constituent of ribosome
LOCMI02250	LOCMI02250	PREDICTED: 40S ribosomal protein S16	LOCMI02250	GO:0003735	structural constituent of ribosome
LOCMI09144	LOCMI09144	ribosomal protein L10	LOCMI09144	GO:0003735	structural constituent of ribosome
LOCMI13143	LOCMI13143	ribosomal protein L36e	LOCMI13143	GO:0003735	structural constituent of ribosome
LOCMI02563	LOCMI02563	ribosomal protein L13	LOCMI02563	GO:0003735	structural constituent of ribosome
LOCMI00502	LOCMI00502	40S ribosomal protein S21, putative	LOCMI00502	GO:0003735	structural constituent of ribosome
LOCMI01249	LOCMI01249	60S ribosomal protein L35a	LOCMI01249	GO:0003735	structural constituent of ribosome
LOCMI04863	LOCMI04863	PREDICTED: 60S ribosomal protein L9	LOCMI04863	GO:0003735	structural constituent of ribosome
LOCMI02613	LOCMI02613	PREDICTED: 60S ribosomal protein L4-like	LOCMI02613	GO:0003735	structural constituent of ribosome
LOCMI13355	LOCMI13355	PREDICTED: 40S ribosomal protein S18	LOCMI13355	GO:0003735	structural constituent of ribosome
LOCMI13395	LOCMI13395	ribosomal protein L35	LOCMI13395	GO:0003735	structural constituent of ribosome
LOCMI12177	LOCMI12177	40S ribosomal protein S15a	LOCMI12177	GO:0003735	structural constituent of ribosome
LOCMI01469	LOCMI01469	putative ribosomal protein S27	LOCMI01469	GO:0003735	structural constituent of ribosome
LOCMI14590	LOCMI14590	60S ribosomal protein L8	LOCMI14590	GO:0003735	structural constituent of ribosome
LOCMI15205	LOCMI15205	60S ribosomal protein L38	LOCMI15205	GO:0003735	structural constituent of ribosome
LOCMI00680	LOCMI00680	PREDICTED: 60S ribosomal protein L11-like	LOCMI00680	GO:0003735	structural constituent of ribosome
LOCMI16282	LOCMI16282	E9IEY1_SOLIN Putative uncharacterized protein (Fragment)	LOCMI16282	GO:0003735	structural constituent of ribosome
LOCMI03768	LOCMI03768	PREDICTED: 40S ribosomal protein S14a	LOCMI03768	GO:0003735	structural constituent of ribosome
LOCMI01674	LOCMI01674	PREDICTED: 60S ribosomal protein L3-like	LOCMI01674	GO:0003735	structural constituent of ribosome
LOCMI05214	LOCMI05214	ribosomal protein L35	LOCMI05214	GO:0003735	structural constituent of ribosome
LOCMI05551	LOCMI05551	AGAP004818-PA	LOCMI05551	GO:0003735	structural constituent of ribosome
LOCMI05618	LOCMI05618	60S ribosomal protein L8	LOCMI05618	GO:0003735	structural constituent of ribosome
LOCMI08528	LOCMI08528	ribosomal protein L13	LOCMI08528	GO:0003735	structural constituent of ribosome
LOCMI09731	LOCMI09731	S20e ribosomal protein	LOCMI09731	GO:0003735	structural constituent of ribosome
LOCMI02690	LOCMI02690	Q56FF3_LYSTE Ribosomal protein S15A	LOCMI02690	GO:0003735	structural constituent of ribosome
LOCMI07397	LOCMI07397	ribosomal protein L13	LOCMI07397	GO:0003735	structural constituent of ribosome
LOCMI15434	LOCMI15434	PREDICTED: 40S ribosomal protein S15	LOCMI15434	GO:0003735	structural constituent of ribosome
LOCMI07717	LOCMI07717	40S ribosomal protein S24	LOCMI07717	GO:0003735	structural constituent of ribosome
LOCMI03326	LOCMI03326	40S ribosomal protein S11	LOCMI03326	GO:0003735	structural constituent of ribosome
LOCMI07539	LOCMI07539	PREDICTED: 60S ribosomal protein L15	LOCMI07539	GO:0003735	structural constituent of ribosome
LOCMI07300	LOCMI07300	PREDICTED: ubiquitin-like protein FUBI-like	LOCMI07300	GO:0003735	structural constituent of ribosome
LOCMI02121	LOCMI02121	PREDICTED: 40S ribosomal protein S9-like	LOCMI02121	GO:0003735	structural constituent of ribosome
LOCMI06694	LOCMI06694	acidic ribosomal protein	LOCMI06694	GO:0003735	structural constituent of ribosome
LOCMI01789	LOCMI01789	60S ribosomal protein L21	LOCMI01789	GO:0003735	structural constituent of ribosome
LOCMI07458	LOCMI07458	mitochondrial ribosomal protein, L33	LOCMI07458	GO:0003735	structural constituent of ribosome
LOCMI05377	LOCMI05377	RecName: Full=40S ribosomal protein S3a gb|AAW57773.1| Parcxpwex01	LOCMI05377	GO:0003735	structural constituent of ribosome
LOCMI08448	LOCMI08448	ribosomal protein L8e	LOCMI08448	GO:0003735	structural constituent of ribosome
LOCMI09756	LOCMI09756	PREDICTED: 60S ribosomal protein L30-like	LOCMI09756	GO:0003735	structural constituent of ribosome
LOCMI11190	LOCMI11190	mitochondrial ribosomal protein, S18C, putative	LOCMI11190	GO:0003735	structural constituent of ribosome
LOCMI00130	LOCMI00130	PREDICTED: 60S ribosomal protein L38-like	LOCMI00130	GO:0003735	structural constituent of ribosome
LOCMI07471	LOCMI07471	ribosomal protein L6	LOCMI07471	GO:0003735	structural constituent of ribosome
LOCMI11744	LOCMI11744	RecName: Full=40S ribosomal protein S13 gb|AAK92182.1|AF400210_1 ribosomal protein S13	LOCMI11744	GO:0003735	structural constituent of ribosome
LOCMI09269	LOCMI09269	PREDICTED: 40S ribosomal protein S16	LOCMI09269	GO:0003735	structural constituent of ribosome
LOCMI11068	LOCMI11068	ribosomal protein L36e	LOCMI11068	GO:0003735	structural constituent of ribosome
LOCMI10394	LOCMI10394	ribosomal protein L35	LOCMI10394	GO:0003735	structural constituent of ribosome
LOCMI13626	LOCMI13626	60S ribosomal protein L12	LOCMI13626	GO:0003735	structural constituent of ribosome
LOCMI08029	LOCMI08029	60S ribosomal protein L38	LOCMI08029	GO:0003735	structural constituent of ribosome
LOCMI06222	LOCMI06222	Q4GXD7_PLAAL Ribosomal protein L26e	LOCMI06222	GO:0003735	structural constituent of ribosome
LOCMI04836	LOCMI04836	ribosomal protein L19e	LOCMI04836	GO:0003735	structural constituent of ribosome
