GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI16173	LOCMI16173	cytochrome P450	1	0.0526315789474	LOCMI16173	oxidoreductase activity
LOCMI16093	LOCMI16093	D6WV34_TRICA Putative uncharacterized protein	1	0.0526315789474	LOCMI16093	oxidoreductase activity
LOCMI16062	LOCMI16062	GJ13165	1	0.0526315789474	LOCMI16062	oxidoreductase activity
LOCMI16058	LOCMI16058	C1BMA6_OSMMO Ubiquinol-cytochrome c reductase complex 6.4 kDa protein	1	0.0526315789474	LOCMI16058	oxidoreductase activity
LOCMI15992	LOCMI15992	D7EJQ8_TRICA Putative uncharacterized protein	1	0.0526315789474	LOCMI15992	oxidoreductase activity
LOCMI15917	LOCMI15917	Q1HR18_AEDAE Mitochondrial ubiquinol-cytochrome c reductase hinge protein	1	0.0526315789474	LOCMI15917	oxidoreductase activity
LOCMI15914	LOCMI15914	D6WRY0_TRICA Putative uncharacterized protein	1	0.0526315789474	LOCMI15914	oxidoreductase activity
LOCMI15890	LOCMI15890	AGAP012188-PA	1	0.0526315789474	LOCMI15890	oxidoreductase activity
LOCMI15872	LOCMI15872	delta-9 desaturase 1	1	0.0526315789474	LOCMI15872	oxidoreductase activity
LOCMI15846	LOCMI15846	cytochrome c oxidase	1	0.0526315789474	LOCMI15846	oxidoreductase activity
LOCMI15814	LOCMI15814	D6WBY0_TRICA Putative uncharacterized protein	1	0.0526315789474	LOCMI15814	oxidoreductase activity
LOCMI15786	LOCMI15786	PREDICTED: cytochrome c oxidase subunit 7C, mitochondrial-like isoform 1	1	0.0526315789474	LOCMI15786	oxidoreductase activity
LOCMI15207	LOCMI15207	transcription elongation factor B polypeptide 1	1	0.0526315789474	LOCMI15207	proteolysis involved in cellular protein catabolic process
LOCMI14842	LOCMI14842	DNA polymerase epsilon subunit 3	1	0.0526315789474	LOCMI14842	intracellular
LOCMI14762	LOCMI14762	PREDICTED: KH domain-containing, RNA-binding, signal transduction-associated protein 3-like isoform 1	1	0.0526315789474	LOCMI14762	RNA binding
LOCMI14700	LOCMI14700	PREDICTED: von Hippel-Lindau disease tumor suppressor	1	0.0526315789474	LOCMI14700	intracellular
LOCMI11986	LOCMI11986	A2I472_MACHI Putative GTP-binding nuclear protein Ran	1	0.0526315789474	LOCMI11986	intracellular
LOCMI10619	LOCMI10619	PREDICTED: peptidyl-prolyl cis-trans isomerase-like	1	0.0526315789474	LOCMI10619	protein folding
LOCMI10618	LOCMI10618	PREDICTED: peptidyl-prolyl cis-trans isomerase-like	1	0.0526315789474	LOCMI10618	protein folding
LOCMI10612	LOCMI10612	RecName: Full=Protein transport protein Sec61 subunit gamma gb|AAP47228.1| Sec61p gamma subunit	1	0.0526315789474	LOCMI10612	protein targeting
LOCMI10344	LOCMI10344	PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP14-like	1	0.0526315789474	LOCMI10344	protein folding
LOCMI09429	LOCMI09429	Signal recognition particle receptor subunit beta	1	0.0526315789474	LOCMI09429	intracellular
LOCMI09020	LOCMI09020	B3GCD7_GRYPE Peptidyl-prolyl cis-trans isomerase (Fragment)	1	0.0526315789474	LOCMI09020	protein folding
LOCMI08769	LOCMI08769	PREDICTED: peptidyl-prolyl cis-trans isomerase B-like	1	0.0526315789474	LOCMI08769	protein folding
LOCMI07648	LOCMI07648	GE18863	1	0.0526315789474	LOCMI07648	translation
LOCMI07339	LOCMI07339	Q17CT4_AEDAE GrpE protein homolog	1	0.0526315789474	LOCMI07339	protein folding
LOCMI07118	LOCMI07118	GTP-binding protein Rheb-like protein	1	0.0526315789474	LOCMI07118	intracellular
LOCMI07111	LOCMI07111	PREDICTED: trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like	1	0.0526315789474	LOCMI07111	oxidoreductase activity
LOCMI06203	LOCMI06203	PREDICTED: similar to High mobility group protein DSP1 (Protein dorsal switch 1)	1	0.0526315789474	LOCMI06203	intracellular
LOCMI05701	LOCMI05701	GH12513	1	0.0526315789474	LOCMI05701	oxidoreductase activity
LOCMI05700	LOCMI05700	GI14867	1	0.0526315789474	LOCMI05700	oxidoreductase activity
LOCMI04960	LOCMI04960	PREDICTED: RNA-binding protein pno1-like	1	0.0526315789474	LOCMI04960	RNA binding
LOCMI04939	LOCMI04939	C4WRK9_ACYPI ACYPI010176 protein	1	0.0526315789474	LOCMI04939	oxidoreductase activity
LOCMI03930	LOCMI03930	mct-1 protein	1	0.0526315789474	LOCMI03930	RNA binding
LOCMI03668	LOCMI03668	PREDICTED: CDGSH iron-sulfur domain-containing protein 2 homolog	1	0.0526315789474	LOCMI03668	intracellular
LOCMI03502	LOCMI03502	Q17M99_AEDAE Malic enzyme	1	0.0526315789474	LOCMI03502	oxidoreductase activity
LOCMI03242	LOCMI03242	PREDICTED: carbonyl reductase	1	0.0526315789474	LOCMI03242	oxidoreductase activity
LOCMI03230	LOCMI03230	PREDICTED: ribonucleotide reductase M2 polypeptide-like	1	0.0526315789474	LOCMI03230	oxidoreductase activity
LOCMI02616	LOCMI02616	PREDICTED: LOW QUALITY PROTEIN: protein pelota-like	1	0.0526315789474	LOCMI02616	translation
LOCMI02021	LOCMI02021	A0NEA9_ANOGA AGAP005393-PA	1	0.0526315789474	LOCMI02021	intracellular
LOCMI01463	LOCMI01463	C-factor, putative	1	0.0526315789474	LOCMI01463	oxidoreductase activity
