GeneID	Ensembl	Pathway
LOCMI11225	En	GPS domain:IPR000203
LOCMI16413	En	GPS domain:IPR000203
LOCMI17496	En	GPS domain:IPR000203
LOCMI17536	En	GPS domain:IPR000203
LOCMI00153	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI01618	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI02542	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI07420	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI11471	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI13873	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI14616	En	Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209
LOCMI00042	En	BTB/POZ-like:IPR000210
LOCMI00078	En	BTB/POZ-like:IPR000210
LOCMI00713	En	BTB/POZ-like:IPR000210
LOCMI01545	En	BTB/POZ-like:IPR000210
LOCMI01731	En	BTB/POZ-like:IPR000210
LOCMI02171	En	BTB/POZ-like:IPR000210
LOCMI02450	En	BTB/POZ-like:IPR000210
LOCMI02543	En	BTB/POZ-like:IPR000210
LOCMI02667	En	BTB/POZ-like:IPR000210
LOCMI03090	En	BTB/POZ-like:IPR000210
LOCMI03308	En	BTB/POZ-like:IPR000210
LOCMI03358	En	BTB/POZ-like:IPR000210
LOCMI03475	En	BTB/POZ-like:IPR000210
LOCMI03488	En	BTB/POZ-like:IPR000210
LOCMI03675	En	BTB/POZ-like:IPR000210
LOCMI03742	En	BTB/POZ-like:IPR000210
LOCMI03843	En	BTB/POZ-like:IPR000210
LOCMI03953	En	BTB/POZ-like:IPR000210
LOCMI03989	En	BTB/POZ-like:IPR000210
LOCMI04078	En	BTB/POZ-like:IPR000210
LOCMI04117	En	BTB/POZ-like:IPR000210
LOCMI04175	En	BTB/POZ-like:IPR000210
LOCMI04371	En	BTB/POZ-like:IPR000210
LOCMI04469	En	BTB/POZ-like:IPR000210
LOCMI04473	En	BTB/POZ-like:IPR000210
LOCMI04543	En	BTB/POZ-like:IPR000210
LOCMI04571	En	BTB/POZ-like:IPR000210
LOCMI04646	En	BTB/POZ-like:IPR000210
LOCMI04964	En	BTB/POZ-like:IPR000210
LOCMI05201	En	BTB/POZ-like:IPR000210
LOCMI05284	En	BTB/POZ-like:IPR000210
LOCMI05420	En	BTB/POZ-like:IPR000210
LOCMI05476	En	BTB/POZ-like:IPR000210
LOCMI05680	En	BTB/POZ-like:IPR000210
LOCMI05705	En	BTB/POZ-like:IPR000210
LOCMI05725	En	BTB/POZ-like:IPR000210
LOCMI05870	En	BTB/POZ-like:IPR000210
LOCMI05871	En	BTB/POZ-like:IPR000210
LOCMI06199	En	BTB/POZ-like:IPR000210
LOCMI06620	En	BTB/POZ-like:IPR000210
LOCMI06763	En	BTB/POZ-like:IPR000210
LOCMI06809	En	BTB/POZ-like:IPR000210
LOCMI06932	En	BTB/POZ-like:IPR000210
LOCMI07740	En	BTB/POZ-like:IPR000210
LOCMI07820	En	BTB/POZ-like:IPR000210
LOCMI07821	En	BTB/POZ-like:IPR000210
LOCMI07941	En	BTB/POZ-like:IPR000210
LOCMI08178	En	BTB/POZ-like:IPR000210
LOCMI08440	En	BTB/POZ-like:IPR000210
LOCMI08503	En	BTB/POZ-like:IPR000210
LOCMI08504	En	BTB/POZ-like:IPR000210
LOCMI08505	En	BTB/POZ-like:IPR000210
LOCMI08524	En	BTB/POZ-like:IPR000210
LOCMI08716	En	BTB/POZ-like:IPR000210
LOCMI08766	En	BTB/POZ-like:IPR000210
LOCMI08804	En	BTB/POZ-like:IPR000210
LOCMI08842	En	BTB/POZ-like:IPR000210
LOCMI08959	En	BTB/POZ-like:IPR000210
LOCMI09067	En	BTB/POZ-like:IPR000210
LOCMI09183	En	BTB/POZ-like:IPR000210
LOCMI09442	En	BTB/POZ-like:IPR000210
LOCMI09451	En	BTB/POZ-like:IPR000210
LOCMI09599	En	BTB/POZ-like:IPR000210
LOCMI09600	En	BTB/POZ-like:IPR000210
LOCMI09706	En	BTB/POZ-like:IPR000210
LOCMI10264	En	BTB/POZ-like:IPR000210
LOCMI10265	En	BTB/POZ-like:IPR000210
LOCMI10576	En	BTB/POZ-like:IPR000210
LOCMI11001	En	BTB/POZ-like:IPR000210
LOCMI11083	En	BTB/POZ-like:IPR000210
LOCMI11175	En	BTB/POZ-like:IPR000210
LOCMI11408	En	BTB/POZ-like:IPR000210
LOCMI11683	En	BTB/POZ-like:IPR000210
LOCMI11723	En	BTB/POZ-like:IPR000210
LOCMI12073	En	BTB/POZ-like:IPR000210
LOCMI12358	En	BTB/POZ-like:IPR000210
LOCMI12388	En	BTB/POZ-like:IPR000210
LOCMI12836	En	BTB/POZ-like:IPR000210
LOCMI13005	En	BTB/POZ-like:IPR000210
LOCMI13440	En	BTB/POZ-like:IPR000210
LOCMI14099	En	BTB/POZ-like:IPR000210
LOCMI14705	En	BTB/POZ-like:IPR000210
LOCMI15149	En	BTB/POZ-like:IPR000210
LOCMI15330	En	BTB/POZ-like:IPR000210
LOCMI15339	En	BTB/POZ-like:IPR000210
LOCMI16089	En	BTB/POZ-like:IPR000210
LOCMI16347	En	BTB/POZ-like:IPR000210
LOCMI16797	En	BTB/POZ-like:IPR000210
LOCMI17233	En	BTB/POZ-like:IPR000210
LOCMI17321	En	BTB/POZ-like:IPR000210
LOCMI17468	En	BTB/POZ-like:IPR000210
LOCMI11490	En	DNA helicase, UvrD/REP type:IPR000212
LOCMI01663	En	Protease inhibitor I4, serpin:IPR000215
LOCMI01756	En	Protease inhibitor I4, serpin:IPR000215
LOCMI03635	En	Protease inhibitor I4, serpin:IPR000215
LOCMI04359	En	Protease inhibitor I4, serpin:IPR000215
LOCMI05111	En	Protease inhibitor I4, serpin:IPR000215
LOCMI05133	En	Protease inhibitor I4, serpin:IPR000215
LOCMI05954	En	Protease inhibitor I4, serpin:IPR000215
LOCMI07407	En	Protease inhibitor I4, serpin:IPR000215
LOCMI09317	En	Protease inhibitor I4, serpin:IPR000215
LOCMI11959	En	Protease inhibitor I4, serpin:IPR000215
LOCMI14063	En	Protease inhibitor I4, serpin:IPR000215
LOCMI14182	En	Protease inhibitor I4, serpin:IPR000215
LOCMI14212	En	Protease inhibitor I4, serpin:IPR000215
LOCMI14213	En	Protease inhibitor I4, serpin:IPR000215
LOCMI14214	En	Protease inhibitor I4, serpin:IPR000215
LOCMI14216	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16384	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16404	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16432	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16433	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16794	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16816	En	Protease inhibitor I4, serpin:IPR000215
LOCMI16821	En	Protease inhibitor I4, serpin:IPR000215
LOCMI00441	En	Tubulin:IPR000217
LOCMI00494	En	Tubulin:IPR000217
LOCMI00777	En	Tubulin:IPR000217
LOCMI01486	En	Tubulin:IPR000217
LOCMI01885	En	Tubulin:IPR000217
LOCMI02568	En	Tubulin:IPR000217
LOCMI02709	En	Tubulin:IPR000217
LOCMI03396	En	Tubulin:IPR000217
LOCMI03448	En	Tubulin:IPR000217
LOCMI03661	En	Tubulin:IPR000217
LOCMI04122	En	Tubulin:IPR000217
LOCMI04570	En	Tubulin:IPR000217
LOCMI04650	En	Tubulin:IPR000217
LOCMI04905	En	Tubulin:IPR000217
LOCMI05174	En	Tubulin:IPR000217
LOCMI06276	En	Tubulin:IPR000217
LOCMI06603	En	Tubulin:IPR000217
LOCMI06693	En	Tubulin:IPR000217
LOCMI07218	En	Tubulin:IPR000217
LOCMI07573	En	Tubulin:IPR000217
LOCMI08908	En	Tubulin:IPR000217
LOCMI09659	En	Tubulin:IPR000217
LOCMI09660	En	Tubulin:IPR000217
LOCMI09724	En	Tubulin:IPR000217
LOCMI09745	En	Tubulin:IPR000217
LOCMI10225	En	Tubulin:IPR000217
LOCMI10471	En	Tubulin:IPR000217
LOCMI11062	En	Tubulin:IPR000217
LOCMI11064	En	Tubulin:IPR000217
LOCMI11222	En	Tubulin:IPR000217
LOCMI12121	En	Tubulin:IPR000217
LOCMI12930	En	Tubulin:IPR000217
LOCMI13303	En	Tubulin:IPR000217
LOCMI13837	En	Tubulin:IPR000217
LOCMI14534	En	Tubulin:IPR000217
LOCMI07886	En	Ribosomal protein L14b/L23e:IPR000218
LOCMI10170	En	Ribosomal protein L14b/L23e:IPR000218
LOCMI01196	En	Dbl homology (DH) domain:IPR000219
LOCMI02144	En	Dbl homology (DH) domain:IPR000219
LOCMI02596	En	Dbl homology (DH) domain:IPR000219
LOCMI04357	En	Dbl homology (DH) domain:IPR000219
LOCMI04639	En	Dbl homology (DH) domain:IPR000219
LOCMI04954	En	Dbl homology (DH) domain:IPR000219
LOCMI05863	En	Dbl homology (DH) domain:IPR000219
LOCMI06446	En	Dbl homology (DH) domain:IPR000219
LOCMI06581	En	Dbl homology (DH) domain:IPR000219
LOCMI08101	En	Dbl homology (DH) domain:IPR000219
LOCMI09041	En	Dbl homology (DH) domain:IPR000219
LOCMI09402	En	Dbl homology (DH) domain:IPR000219
LOCMI09823	En	Dbl homology (DH) domain:IPR000219
LOCMI10120	En	Dbl homology (DH) domain:IPR000219
LOCMI10796	En	Dbl homology (DH) domain:IPR000219
LOCMI10815	En	Dbl homology (DH) domain:IPR000219
LOCMI10950	En	Dbl homology (DH) domain:IPR000219
LOCMI11639	En	Dbl homology (DH) domain:IPR000219
LOCMI11884	En	Dbl homology (DH) domain:IPR000219
LOCMI13367	En	Dbl homology (DH) domain:IPR000219
LOCMI13630	En	Dbl homology (DH) domain:IPR000219
LOCMI13887	En	Dbl homology (DH) domain:IPR000219
LOCMI13996	En	Dbl homology (DH) domain:IPR000219
LOCMI14035	En	Dbl homology (DH) domain:IPR000219
LOCMI14174	En	Dbl homology (DH) domain:IPR000219
LOCMI14782	En	Dbl homology (DH) domain:IPR000219
LOCMI15751	En	Dbl homology (DH) domain:IPR000219
LOCMI15754	En	Dbl homology (DH) domain:IPR000219
LOCMI17325	En	Dbl homology (DH) domain:IPR000219
LOCMI00716	En	Armadillo:IPR000225
LOCMI02079	En	Armadillo:IPR000225
LOCMI03203	En	Armadillo:IPR000225
LOCMI05413	En	Armadillo:IPR000225
LOCMI06349	En	Armadillo:IPR000225
LOCMI06711	En	Armadillo:IPR000225
LOCMI07536	En	Armadillo:IPR000225
LOCMI07689	En	Armadillo:IPR000225
LOCMI07942	En	Armadillo:IPR000225
LOCMI09268	En	Armadillo:IPR000225
LOCMI09752	En	Armadillo:IPR000225
LOCMI10670	En	Armadillo:IPR000225
LOCMI11451	En	Armadillo:IPR000225
LOCMI12337	En	Armadillo:IPR000225
LOCMI13392	En	Armadillo:IPR000225
LOCMI13494	En	Armadillo:IPR000225
LOCMI13781	En	Armadillo:IPR000225
LOCMI14302	En	Armadillo:IPR000225
LOCMI14563	En	Armadillo:IPR000225
LOCMI14836	En	Armadillo:IPR000225
LOCMI15427	En	Armadillo:IPR000225
LOCMI00425	En	RNA 3'-terminal phosphate cyclase-like:IPR000228
LOCMI06629	En	RNA 3'-terminal phosphate cyclase-like:IPR000228
LOCMI10705	En	RNA 3'-terminal phosphate cyclase-like:IPR000228
LOCMI01847	En	Ribosomal protein L30e:IPR000231
LOCMI09756	En	Ribosomal protein L30e:IPR000231
LOCMI00308	En	Heat shock factor (HSF)-type, DNA-binding:IPR000232
LOCMI02081	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI10552	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI13144	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI13961	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI14821	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI15108	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI15237	En	Cadherin, cytoplasmic domain:IPR000233
LOCMI00296	En	Ribosomal protein S7:IPR000235
LOCMI06257	En	Ribosomal protein S7:IPR000235
LOCMI09636	En	GRIP:IPR000237
LOCMI10093	En	GRIP:IPR000237
LOCMI05189	En	Ribosome-binding factor A:IPR000238
LOCMI17104	En	GPCR kinase:IPR000239
LOCMI17169	En	GPCR kinase:IPR000239
LOCMI08283	En	Putative RNA methylase:IPR000241
LOCMI08822	En	Putative RNA methylase:IPR000241
LOCMI03938	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI04106	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI05445	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI05539	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI06174	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI08449	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI08670	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI08739	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI09494	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI12662	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI13080	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI13195	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI14235	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI14305	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI15369	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI15746	En	Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242
LOCMI00894	En	Peptidase T1A, proteasome beta-subunit:IPR000243
LOCMI01417	En	Peptidase T1A, proteasome beta-subunit:IPR000243
LOCMI10956	En	Peptidase T1A, proteasome beta-subunit:IPR000243
LOCMI11447	En	Peptidase T1A, proteasome beta-subunit:IPR000243
LOCMI15334	En	Peptidase T1A, proteasome beta-subunit:IPR000243
LOCMI10169	En	Ribosomal protein L9:IPR000244
LOCMI15816	En	ATPase, V0 complex, proteolipid subunit C:IPR000245
LOCMI15818	En	ATPase, V0 complex, proteolipid subunit C:IPR000245
LOCMI15909	En	ATPase, V0 complex, proteolipid subunit C:IPR000245
LOCMI15938	En	ATPase, V0 complex, proteolipid subunit C:IPR000245
LOCMI16049	En	ATPase, V0 complex, proteolipid subunit C:IPR000245
LOCMI01253	En	Peptidase T2, asparaginase 2:IPR000246
LOCMI01558	En	Peptidase T2, asparaginase 2:IPR000246
LOCMI04127	En	Peptidase T2, asparaginase 2:IPR000246
LOCMI03559	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI04418	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI05335	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI05494	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI07155	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI08419	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI09272	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI11710	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI12091	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI12162	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI13175	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI13400	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI13730	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI16409	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI17240	En	Forkhead-associated (FHA) domain:IPR000253
LOCMI08345	En	Uroporphyrinogen decarboxylase (URO-D):IPR000257
LOCMI05719	En	EPS15 homology (EH):IPR000261
LOCMI08089	En	EPS15 homology (EH):IPR000261
LOCMI09823	En	EPS15 homology (EH):IPR000261
LOCMI10082	En	EPS15 homology (EH):IPR000261
LOCMI10615	En	EPS15 homology (EH):IPR000261
LOCMI15262	En	EPS15 homology (EH):IPR000261
LOCMI00470	En	FMN-dependent dehydrogenase:IPR000262
LOCMI02753	En	Ribosomal protein S17:IPR000266
LOCMI02771	En	Ribosomal protein S17:IPR000266
LOCMI03326	En	Ribosomal protein S17:IPR000266
LOCMI10439	En	RNA polymerases, N/8kDa subunit:IPR000268
LOCMI02961	En	Phox/Bem1p:IPR000270
LOCMI05500	En	Phox/Bem1p:IPR000270
LOCMI13110	En	Phox/Bem1p:IPR000270
LOCMI11493	En	Ribosomal protein L34:IPR000271
LOCMI01452	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI02589	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI03201	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI04272	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI04284	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI04624	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI05147	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI05535	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI07188	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI07323	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI07446	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI07812	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI08746	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI09076	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI09320	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI09321	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI09634	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI10547	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI10566	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI11438	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI11528	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI12079	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI12236	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI12849	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI13352	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI13471	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI13646	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI13676	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI14783	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI14784	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI14882	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI14952	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI15479	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI15480	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI16500	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI16695	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI16723	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI16730	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI16734	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI16776	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17480	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17481	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17482	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17483	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17484	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17485	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17486	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17488	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17489	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17490	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17491	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17493	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17494	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17497	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17501	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17502	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17503	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17507	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17508	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17509	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17510	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17512	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17513	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17514	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17515	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17516	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17517	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17518	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17520	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17521	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17522	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17525	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17526	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17528	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17529	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17530	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17532	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17533	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17537	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17539	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17540	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17541	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI17542	En	7TM GPCR, rhodopsin-like:IPR000276
LOCMI04776	En	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme:IPR000277
LOCMI06220	En	Histone deacetylase superfamily:IPR000286
LOCMI06746	En	Histone deacetylase superfamily:IPR000286
LOCMI07016	En	Histone deacetylase superfamily:IPR000286
LOCMI08577	En	Histone deacetylase superfamily:IPR000286
LOCMI08791	En	Histone deacetylase superfamily:IPR000286
LOCMI14123	En	Histone deacetylase superfamily:IPR000286
LOCMI16119	En	Histone deacetylase superfamily:IPR000286
LOCMI16841	En	Histone deacetylase superfamily:IPR000286
LOCMI13569	En	Ribosomal protein S28e:IPR000289
LOCMI04692	En	Peptidyl-prolyl cis-trans isomerase, PpiC-type:IPR000297
LOCMI10420	En	Peptidyl-prolyl cis-trans isomerase, PpiC-type:IPR000297
LOCMI01215	En	Inositol polyphosphate-related phosphatase:IPR000300
LOCMI03434	En	Inositol polyphosphate-related phosphatase:IPR000300
LOCMI06194	En	Inositol polyphosphate-related phosphatase:IPR000300
LOCMI06195	En	Inositol polyphosphate-related phosphatase:IPR000300
LOCMI07087	En	Inositol polyphosphate-related phosphatase:IPR000300
LOCMI02243	En	Tetraspanin, subgroup:IPR000301
LOCMI02477	En	Tetraspanin, subgroup:IPR000301
LOCMI02499	En	Tetraspanin, subgroup:IPR000301
LOCMI02720	En	Tetraspanin, subgroup:IPR000301
LOCMI02777	En	Tetraspanin, subgroup:IPR000301
LOCMI03808	En	Tetraspanin, subgroup:IPR000301
LOCMI06089	En	Tetraspanin, subgroup:IPR000301
LOCMI06907	En	Tetraspanin, subgroup:IPR000301
LOCMI07401	En	Tetraspanin, subgroup:IPR000301
LOCMI08840	En	Tetraspanin, subgroup:IPR000301
LOCMI11125	En	Tetraspanin, subgroup:IPR000301
LOCMI14467	En	Tetraspanin, subgroup:IPR000301
LOCMI03848	En	Pyrroline-5-carboxylate reductase:IPR000304
LOCMI10181	En	Pyrroline-5-carboxylate reductase:IPR000304
LOCMI11875	En	Excinuclease ABC, C subunit, N-terminal:IPR000305
LOCMI01196	En	Zinc finger, FYVE-type:IPR000306
LOCMI01381	En	Zinc finger, FYVE-type:IPR000306
LOCMI04696	En	Zinc finger, FYVE-type:IPR000306
LOCMI05900	En	Zinc finger, FYVE-type:IPR000306
LOCMI08101	En	Zinc finger, FYVE-type:IPR000306
LOCMI08149	En	Zinc finger, FYVE-type:IPR000306
LOCMI08790	En	Zinc finger, FYVE-type:IPR000306
LOCMI09965	En	Zinc finger, FYVE-type:IPR000306
LOCMI10034	En	Zinc finger, FYVE-type:IPR000306
LOCMI10656	En	Zinc finger, FYVE-type:IPR000306
LOCMI11102	En	Zinc finger, FYVE-type:IPR000306
LOCMI12208	En	Zinc finger, FYVE-type:IPR000306
LOCMI16454	En	Zinc finger, FYVE-type:IPR000306
LOCMI05551	En	Ribosomal protein S16:IPR000307
LOCMI04541	En	14-3-3 protein:IPR000308
LOCMI14208	En	14-3-3 protein:IPR000308
LOCMI08740	En	Glycosyl transferase, family 3:IPR000312
LOCMI01304	En	PWWP:IPR000313
LOCMI06699	En	PWWP:IPR000313
LOCMI06858	En	PWWP:IPR000313
LOCMI09363	En	PWWP:IPR000313
LOCMI10191	En	PWWP:IPR000313
LOCMI13247	En	PWWP:IPR000313
LOCMI15261	En	PWWP:IPR000313
LOCMI15359	En	PWWP:IPR000313
LOCMI16339	En	PWWP:IPR000313
LOCMI06052	En	Zinc finger, B-box:IPR000315
LOCMI06288	En	Zinc finger, B-box:IPR000315
LOCMI06433	En	Zinc finger, B-box:IPR000315
LOCMI07957	En	Zinc finger, B-box:IPR000315
LOCMI08567	En	Zinc finger, B-box:IPR000315
LOCMI09091	En	Zinc finger, B-box:IPR000315
LOCMI14436	En	Zinc finger, B-box:IPR000315
LOCMI17111	En	Zinc finger, B-box:IPR000315
LOCMI03125	En	Glycoside hydrolase, family 31:IPR000322
LOCMI03579	En	Glycoside hydrolase, family 31:IPR000322
LOCMI04397	En	Glycoside hydrolase, family 31:IPR000322
LOCMI04815	En	Glycoside hydrolase, family 31:IPR000322
LOCMI07136	En	Glycoside hydrolase, family 31:IPR000322
LOCMI08072	En	Glycoside hydrolase, family 31:IPR000322
LOCMI08330	En	Glycoside hydrolase, family 31:IPR000322
LOCMI09105	En	Glycoside hydrolase, family 31:IPR000322
LOCMI09467	En	Glycoside hydrolase, family 31:IPR000322
LOCMI11392	En	Copper type II, ascorbate-dependent monooxygenase, N-terminal:IPR000323
LOCMI16307	En	Copper type II, ascorbate-dependent monooxygenase, N-terminal:IPR000323
LOCMI01657	En	Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326
LOCMI15169	En	Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326
LOCMI15932	En	Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326
LOCMI16035	En	Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326
LOCMI16071	En	Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326
LOCMI16079	En	Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326
LOCMI09151	En	POU-specific:IPR000327
LOCMI12943	En	POU-specific:IPR000327
LOCMI13384	En	POU-specific:IPR000327
LOCMI01501	En	SNF2-related:IPR000330
LOCMI02205	En	SNF2-related:IPR000330
LOCMI05710	En	SNF2-related:IPR000330
LOCMI06251	En	SNF2-related:IPR000330
LOCMI06952	En	SNF2-related:IPR000330
LOCMI06962	En	SNF2-related:IPR000330
LOCMI06991	En	SNF2-related:IPR000330
LOCMI07913	En	SNF2-related:IPR000330
LOCMI08196	En	SNF2-related:IPR000330
LOCMI08307	En	SNF2-related:IPR000330
LOCMI09874	En	SNF2-related:IPR000330
