GeneID	Ensembl	Pathway
LOCMI11548	En	Tryptophan metabolism:map00380
LOCMI13106	En	Tryptophan metabolism:map00380
LOCMI15806	En	Tryptophan metabolism:map00380
LOCMI15839	En	Tryptophan metabolism:map00380
LOCMI15851	En	Tryptophan metabolism:map00380
LOCMI15874	En	Tryptophan metabolism:map00380
LOCMI15891	En	Tryptophan metabolism:map00380
LOCMI15896	En	Tryptophan metabolism:map00380
LOCMI15907	En	Tryptophan metabolism:map00380
LOCMI15912	En	Tryptophan metabolism:map00380
LOCMI15935	En	Tryptophan metabolism:map00380
LOCMI15940	En	Tryptophan metabolism:map00380
LOCMI15944	En	Tryptophan metabolism:map00380
LOCMI15985	En	Tryptophan metabolism:map00380
LOCMI16077	En	Tryptophan metabolism:map00380
LOCMI16298	En	Tryptophan metabolism:map00380
LOCMI16335	En	Tryptophan metabolism:map00380
LOCMI16343	En	Tryptophan metabolism:map00380
LOCMI16359	En	Tryptophan metabolism:map00380
LOCMI16371	En	Tryptophan metabolism:map00380
LOCMI16955	En	Tryptophan metabolism:map00380
LOCMI17064	En	Tryptophan metabolism:map00380
LOCMI17073	En	Tryptophan metabolism:map00380
LOCMI17123	En	Tryptophan metabolism:map00380
LOCMI17284	En	Tryptophan metabolism:map00380
LOCMI17355	En	Tryptophan metabolism:map00380
LOCMI02211	En	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI05806	En	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI12565	En	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI14899	En	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI16397	En	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI03647	En	beta-Alanine metabolism:map00410
LOCMI04940	En	beta-Alanine metabolism:map00410
LOCMI05456	En	beta-Alanine metabolism:map00410
LOCMI07391	En	beta-Alanine metabolism:map00410
LOCMI09166	En	beta-Alanine metabolism:map00410
LOCMI09621	En	beta-Alanine metabolism:map00410
LOCMI11659	En	beta-Alanine metabolism:map00410
LOCMI12689	En	beta-Alanine metabolism:map00410
LOCMI15048	En	beta-Alanine metabolism:map00410
LOCMI15049	En	beta-Alanine metabolism:map00410
LOCMI15409	En	beta-Alanine metabolism:map00410
LOCMI15806	En	beta-Alanine metabolism:map00410
LOCMI15839	En	beta-Alanine metabolism:map00410
LOCMI15851	En	beta-Alanine metabolism:map00410
LOCMI15874	En	beta-Alanine metabolism:map00410
LOCMI15891	En	beta-Alanine metabolism:map00410
LOCMI15896	En	beta-Alanine metabolism:map00410
LOCMI15899	En	beta-Alanine metabolism:map00410
LOCMI15907	En	beta-Alanine metabolism:map00410
LOCMI15912	En	beta-Alanine metabolism:map00410
LOCMI15940	En	beta-Alanine metabolism:map00410
LOCMI15985	En	beta-Alanine metabolism:map00410
LOCMI16443	En	beta-Alanine metabolism:map00410
LOCMI16955	En	beta-Alanine metabolism:map00410
LOCMI06060	En	Taurine and hypotaurine metabolism:map00430
LOCMI06647	En	Taurine and hypotaurine metabolism:map00430
LOCMI08394	En	Taurine and hypotaurine metabolism:map00430
LOCMI10926	En	Taurine and hypotaurine metabolism:map00430
LOCMI12689	En	Taurine and hypotaurine metabolism:map00430
LOCMI15774	En	Taurine and hypotaurine metabolism:map00430
LOCMI16080	En	Taurine and hypotaurine metabolism:map00430
LOCMI16443	En	Taurine and hypotaurine metabolism:map00430
LOCMI04776	En	Selenocompound metabolism:map00450
LOCMI06919	En	Selenocompound metabolism:map00450
LOCMI06923	En	Selenocompound metabolism:map00450
LOCMI09956	En	Selenocompound metabolism:map00450
LOCMI10218	En	Selenocompound metabolism:map00450
LOCMI10741	En	Selenocompound metabolism:map00450
LOCMI10881	En	Selenocompound metabolism:map00450
LOCMI12085	En	Selenocompound metabolism:map00450
LOCMI13106	En	Selenocompound metabolism:map00450
LOCMI15060	En	Selenocompound metabolism:map00450
LOCMI06647	En	Cyanoamino acid metabolism:map00460
LOCMI06889	En	Cyanoamino acid metabolism:map00460
LOCMI10291	En	Cyanoamino acid metabolism:map00460
LOCMI10926	En	Cyanoamino acid metabolism:map00460
LOCMI13330	En	Cyanoamino acid metabolism:map00460
LOCMI15774	En	Cyanoamino acid metabolism:map00460
LOCMI16080	En	Cyanoamino acid metabolism:map00460
LOCMI04133	En	D-Glutamine and D-glutamate metabolism:map00471
LOCMI05296	En	D-Glutamine and D-glutamate metabolism:map00471
LOCMI10941	En	D-Glutamine and D-glutamate metabolism:map00471
LOCMI02926	En	Glutathione metabolism:map00480
LOCMI03230	En	Glutathione metabolism:map00480
LOCMI04119	En	Glutathione metabolism:map00480
LOCMI04442	En	Glutathione metabolism:map00480
LOCMI04940	En	Glutathione metabolism:map00480
LOCMI05456	En	Glutathione metabolism:map00480
LOCMI06647	En	Glutathione metabolism:map00480
LOCMI06842	En	Glutathione metabolism:map00480
LOCMI07468	En	Glutathione metabolism:map00480
LOCMI07562	En	Glutathione metabolism:map00480
LOCMI07575	En	Glutathione metabolism:map00480
LOCMI07887	En	Glutathione metabolism:map00480
LOCMI08143	En	Glutathione metabolism:map00480
LOCMI08526	En	Glutathione metabolism:map00480
LOCMI08995	En	Glutathione metabolism:map00480
LOCMI10926	En	Glutathione metabolism:map00480
LOCMI11363	En	Glutathione metabolism:map00480
LOCMI12152	En	Glutathione metabolism:map00480
LOCMI12891	En	Glutathione metabolism:map00480
LOCMI13838	En	Glutathione metabolism:map00480
LOCMI13869	En	Glutathione metabolism:map00480
LOCMI13870	En	Glutathione metabolism:map00480
LOCMI13871	En	Glutathione metabolism:map00480
LOCMI15070	En	Glutathione metabolism:map00480
LOCMI15689	En	Glutathione metabolism:map00480
LOCMI15694	En	Glutathione metabolism:map00480
LOCMI15696	En	Glutathione metabolism:map00480
LOCMI15698	En	Glutathione metabolism:map00480
LOCMI15701	En	Glutathione metabolism:map00480
LOCMI15702	En	Glutathione metabolism:map00480
LOCMI15703	En	Glutathione metabolism:map00480
LOCMI15707	En	Glutathione metabolism:map00480
LOCMI15713	En	Glutathione metabolism:map00480
LOCMI15716	En	Glutathione metabolism:map00480
LOCMI15774	En	Glutathione metabolism:map00480
LOCMI15819	En	Glutathione metabolism:map00480
LOCMI15908	En	Glutathione metabolism:map00480
LOCMI15975	En	Glutathione metabolism:map00480
LOCMI16080	En	Glutathione metabolism:map00480
LOCMI16258	En	Glutathione metabolism:map00480
LOCMI16260	En	Glutathione metabolism:map00480
LOCMI16265	En	Glutathione metabolism:map00480
LOCMI16281	En	Glutathione metabolism:map00480
LOCMI16688	En	Glutathione metabolism:map00480
LOCMI00063	En	Starch and sucrose metabolism:map00500
LOCMI02534	En	Starch and sucrose metabolism:map00500
LOCMI03726	En	Starch and sucrose metabolism:map00500
LOCMI03766	En	Starch and sucrose metabolism:map00500
LOCMI03958	En	Starch and sucrose metabolism:map00500
LOCMI04338	En	Starch and sucrose metabolism:map00500
LOCMI04593	En	Starch and sucrose metabolism:map00500
LOCMI05244	En	Starch and sucrose metabolism:map00500
LOCMI05976	En	Starch and sucrose metabolism:map00500
LOCMI07493	En	Starch and sucrose metabolism:map00500
LOCMI08313	En	Starch and sucrose metabolism:map00500
LOCMI08410	En	Starch and sucrose metabolism:map00500
LOCMI08521	En	Starch and sucrose metabolism:map00500
LOCMI08865	En	Starch and sucrose metabolism:map00500
LOCMI09105	En	Starch and sucrose metabolism:map00500
LOCMI09799	En	Starch and sucrose metabolism:map00500
LOCMI12541	En	Starch and sucrose metabolism:map00500
LOCMI12862	En	Starch and sucrose metabolism:map00500
LOCMI13201	En	Starch and sucrose metabolism:map00500
LOCMI15055	En	Starch and sucrose metabolism:map00500
LOCMI15058	En	Starch and sucrose metabolism:map00500
LOCMI15483	En	Starch and sucrose metabolism:map00500
LOCMI15488	En	Starch and sucrose metabolism:map00500
LOCMI15489	En	Starch and sucrose metabolism:map00500
LOCMI15490	En	Starch and sucrose metabolism:map00500
LOCMI15822	En	Starch and sucrose metabolism:map00500
LOCMI15833	En	Starch and sucrose metabolism:map00500
LOCMI15834	En	Starch and sucrose metabolism:map00500
LOCMI16055	En	Starch and sucrose metabolism:map00500
LOCMI16979	En	Starch and sucrose metabolism:map00500
LOCMI16983	En	Starch and sucrose metabolism:map00500
LOCMI16984	En	Starch and sucrose metabolism:map00500
LOCMI16990	En	Starch and sucrose metabolism:map00500
LOCMI16992	En	Starch and sucrose metabolism:map00500
LOCMI16994	En	Starch and sucrose metabolism:map00500
LOCMI16996	En	Starch and sucrose metabolism:map00500
LOCMI16997	En	Starch and sucrose metabolism:map00500
LOCMI16998	En	Starch and sucrose metabolism:map00500
LOCMI16999	En	Starch and sucrose metabolism:map00500
LOCMI17001	En	Starch and sucrose metabolism:map00500
LOCMI17012	En	Starch and sucrose metabolism:map00500
LOCMI17015	En	Starch and sucrose metabolism:map00500
LOCMI17023	En	Starch and sucrose metabolism:map00500
LOCMI17030	En	Starch and sucrose metabolism:map00500
LOCMI17032	En	Starch and sucrose metabolism:map00500
LOCMI17034	En	Starch and sucrose metabolism:map00500
LOCMI17035	En	Starch and sucrose metabolism:map00500
LOCMI17036	En	Starch and sucrose metabolism:map00500
LOCMI17039	En	Starch and sucrose metabolism:map00500
LOCMI17043	En	Starch and sucrose metabolism:map00500
LOCMI17044	En	Starch and sucrose metabolism:map00500
LOCMI17045	En	Starch and sucrose metabolism:map00500
LOCMI17046	En	Starch and sucrose metabolism:map00500
LOCMI00315	En	N-Glycan biosynthesis:map00510
LOCMI00649	En	N-Glycan biosynthesis:map00510
LOCMI01606	En	N-Glycan biosynthesis:map00510
LOCMI02130	En	N-Glycan biosynthesis:map00510
LOCMI02337	En	N-Glycan biosynthesis:map00510
LOCMI02376	En	N-Glycan biosynthesis:map00510
LOCMI03301	En	N-Glycan biosynthesis:map00510
LOCMI05658	En	N-Glycan biosynthesis:map00510
LOCMI05660	En	N-Glycan biosynthesis:map00510
LOCMI05661	En	N-Glycan biosynthesis:map00510
LOCMI05823	En	N-Glycan biosynthesis:map00510
LOCMI06280	En	N-Glycan biosynthesis:map00510
LOCMI07211	En	N-Glycan biosynthesis:map00510
LOCMI07731	En	N-Glycan biosynthesis:map00510
LOCMI07823	En	N-Glycan biosynthesis:map00510
LOCMI08172	En	N-Glycan biosynthesis:map00510
LOCMI08663	En	N-Glycan biosynthesis:map00510
LOCMI08824	En	N-Glycan biosynthesis:map00510
LOCMI08899	En	N-Glycan biosynthesis:map00510
LOCMI08913	En	N-Glycan biosynthesis:map00510
LOCMI09407	En	N-Glycan biosynthesis:map00510
LOCMI09467	En	N-Glycan biosynthesis:map00510
LOCMI09628	En	N-Glycan biosynthesis:map00510
LOCMI09824	En	N-Glycan biosynthesis:map00510
LOCMI09899	En	N-Glycan biosynthesis:map00510
LOCMI11341	En	N-Glycan biosynthesis:map00510
LOCMI13417	En	N-Glycan biosynthesis:map00510
LOCMI13450	En	N-Glycan biosynthesis:map00510
LOCMI14093	En	N-Glycan biosynthesis:map00510
LOCMI14420	En	N-Glycan biosynthesis:map00510
LOCMI14696	En	N-Glycan biosynthesis:map00510
LOCMI14962	En	N-Glycan biosynthesis:map00510
LOCMI01253	En	Other glycan degradation:map00511
LOCMI01711	En	Other glycan degradation:map00511
LOCMI03697	En	Other glycan degradation:map00511
LOCMI05942	En	Other glycan degradation:map00511
LOCMI08085	En	Other glycan degradation:map00511
LOCMI08750	En	Other glycan degradation:map00511
LOCMI09283	En	Other glycan degradation:map00511
LOCMI09622	En	Other glycan degradation:map00511
LOCMI09883	En	Other glycan degradation:map00511
LOCMI11681	En	Other glycan degradation:map00511
LOCMI12212	En	Other glycan degradation:map00511
LOCMI15467	En	Other glycan degradation:map00511
LOCMI15933	En	Other glycan degradation:map00511
LOCMI16036	En	Other glycan degradation:map00511
LOCMI03807	En	Mucin type O-glycan biosynthesis:map00512
LOCMI04504	En	Mucin type O-glycan biosynthesis:map00512
LOCMI06323	En	Mucin type O-glycan biosynthesis:map00512
LOCMI06636	En	Mucin type O-glycan biosynthesis:map00512
LOCMI08625	En	Mucin type O-glycan biosynthesis:map00512
LOCMI10550	En	Mucin type O-glycan biosynthesis:map00512
LOCMI13146	En	Mucin type O-glycan biosynthesis:map00512
LOCMI15135	En	Mucin type O-glycan biosynthesis:map00512
LOCMI02541	En	Other types of O-glycan biosynthesis:map00514
LOCMI05333	En	Other types of O-glycan biosynthesis:map00514
LOCMI06517	En	Other types of O-glycan biosynthesis:map00514
LOCMI07726	En	Other types of O-glycan biosynthesis:map00514
LOCMI08913	En	Other types of O-glycan biosynthesis:map00514
LOCMI09650	En	Other types of O-glycan biosynthesis:map00514
LOCMI10247	En	Other types of O-glycan biosynthesis:map00514
LOCMI10322	En	Other types of O-glycan biosynthesis:map00514
LOCMI10905	En	Other types of O-glycan biosynthesis:map00514
LOCMI13894	En	Other types of O-glycan biosynthesis:map00514
LOCMI14007	En	Other types of O-glycan biosynthesis:map00514
LOCMI15034	En	Other types of O-glycan biosynthesis:map00514
LOCMI16103	En	Other types of O-glycan biosynthesis:map00514
LOCMI00063	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01471	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01475	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01954	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI02041	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI03567	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI03834	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI04167	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI05295	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI05688	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06197	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06643	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06935	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07002	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07493	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07550	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07958	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI08084	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI08614	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI08865	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09283	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09697	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09799	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI11868	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13201	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13211	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13600	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13623	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13816	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13862	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13965	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15467	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15489	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15497	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15822	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15833	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15834	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI16055	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI16589	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17048	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17138	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17267	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17331	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17356	En	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01556	En	Glycosaminoglycan degradation:map00531
LOCMI02520	En	Glycosaminoglycan degradation:map00531
LOCMI02534	En	Glycosaminoglycan degradation:map00531
LOCMI03958	En	Glycosaminoglycan degradation:map00531
LOCMI03991	En	Glycosaminoglycan degradation:map00531
LOCMI04276	En	Glycosaminoglycan degradation:map00531
LOCMI04672	En	Glycosaminoglycan degradation:map00531
LOCMI09283	En	Glycosaminoglycan degradation:map00531
LOCMI10556	En	Glycosaminoglycan degradation:map00531
LOCMI10635	En	Glycosaminoglycan degradation:map00531
LOCMI10636	En	Glycosaminoglycan degradation:map00531
LOCMI11195	En	Glycosaminoglycan degradation:map00531
LOCMI13319	En	Glycosaminoglycan degradation:map00531
LOCMI14050	En	Glycosaminoglycan degradation:map00531
LOCMI15467	En	Glycosaminoglycan degradation:map00531
LOCMI16036	En	Glycosaminoglycan degradation:map00531
LOCMI01346	En	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI05814	En	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI13756	En	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI13910	En	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI15417	En	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI07581	En	Glycosaminoglycan biosynthesis - keratan sulfate:map00533
LOCMI10000	En	Glycosaminoglycan biosynthesis - keratan sulfate:map00533
LOCMI01042	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI01346	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI02332	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI03945	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI03983	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI05225	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI05945	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI10603	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI11458	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI13756	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI15417	En	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI00784	En	Glycerolipid metabolism:map00561
LOCMI00814	En	Glycerolipid metabolism:map00561
LOCMI01949	En	Glycerolipid metabolism:map00561
LOCMI12587	En	Glycerolipid metabolism:map00561
LOCMI12950	En	Glycerolipid metabolism:map00561
LOCMI15792	En	Glycerolipid metabolism:map00561
LOCMI15798	En	Glycerolipid metabolism:map00561
LOCMI15799	En	Glycerolipid metabolism:map00561
LOCMI15808	En	Glycerolipid metabolism:map00561
LOCMI15814	En	Glycerolipid metabolism:map00561
LOCMI15831	En	Glycerolipid metabolism:map00561
LOCMI15839	En	Glycerolipid metabolism:map00561
LOCMI15851	En	Glycerolipid metabolism:map00561
LOCMI15867	En	Glycerolipid metabolism:map00561
LOCMI15874	En	Glycerolipid metabolism:map00561
LOCMI15882	En	Glycerolipid metabolism:map00561
LOCMI15887	En	Glycerolipid metabolism:map00561
LOCMI15891	En	Glycerolipid metabolism:map00561
LOCMI15896	En	Glycerolipid metabolism:map00561
LOCMI15901	En	Glycerolipid metabolism:map00561
LOCMI15902	En	Glycerolipid metabolism:map00561
LOCMI15907	En	Glycerolipid metabolism:map00561
LOCMI15912	En	Glycerolipid metabolism:map00561
LOCMI15948	En	Glycerolipid metabolism:map00561
LOCMI15950	En	Glycerolipid metabolism:map00561
LOCMI15953	En	Glycerolipid metabolism:map00561
LOCMI15984	En	Glycerolipid metabolism:map00561
LOCMI15985	En	Glycerolipid metabolism:map00561
LOCMI16002	En	Glycerolipid metabolism:map00561
LOCMI16027	En	Glycerolipid metabolism:map00561
LOCMI16034	En	Glycerolipid metabolism:map00561
LOCMI16035	En	Glycerolipid metabolism:map00561
LOCMI16038	En	Glycerolipid metabolism:map00561
LOCMI16067	En	Glycerolipid metabolism:map00561
LOCMI16079	En	Glycerolipid metabolism:map00561
LOCMI00272	En	Inositol phosphate metabolism:map00562
LOCMI01053	En	Inositol phosphate metabolism:map00562
LOCMI01112	En	Inositol phosphate metabolism:map00562
LOCMI01215	En	Inositol phosphate metabolism:map00562
LOCMI01217	En	Inositol phosphate metabolism:map00562
LOCMI02886	En	Inositol phosphate metabolism:map00562
LOCMI03434	En	Inositol phosphate metabolism:map00562
LOCMI03457	En	Inositol phosphate metabolism:map00562
LOCMI03647	En	Inositol phosphate metabolism:map00562
LOCMI03842	En	Inositol phosphate metabolism:map00562
LOCMI04048	En	Inositol phosphate metabolism:map00562
LOCMI04050	En	Inositol phosphate metabolism:map00562
LOCMI05238	En	Inositol phosphate metabolism:map00562
LOCMI05397	En	Inositol phosphate metabolism:map00562
LOCMI05536	En	Inositol phosphate metabolism:map00562
LOCMI06182	En	Inositol phosphate metabolism:map00562
LOCMI06194	En	Inositol phosphate metabolism:map00562
LOCMI06195	En	Inositol phosphate metabolism:map00562
LOCMI07075	En	Inositol phosphate metabolism:map00562
LOCMI07087	En	Inositol phosphate metabolism:map00562
LOCMI07809	En	Inositol phosphate metabolism:map00562
LOCMI08547	En	Inositol phosphate metabolism:map00562
LOCMI09726	En	Inositol phosphate metabolism:map00562
LOCMI09787	En	Inositol phosphate metabolism:map00562
LOCMI10669	En	Inositol phosphate metabolism:map00562
LOCMI12074	En	Inositol phosphate metabolism:map00562
LOCMI12853	En	Inositol phosphate metabolism:map00562
LOCMI13444	En	Inositol phosphate metabolism:map00562
LOCMI13445	En	Inositol phosphate metabolism:map00562
LOCMI13447	En	Inositol phosphate metabolism:map00562
LOCMI13448	En	Inositol phosphate metabolism:map00562
LOCMI13806	En	Inositol phosphate metabolism:map00562
LOCMI13904	En	Inositol phosphate metabolism:map00562
LOCMI15825	En	Inositol phosphate metabolism:map00562
LOCMI16332	En	Inositol phosphate metabolism:map00562
LOCMI16511	En	Inositol phosphate metabolism:map00562
LOCMI16523	En	Inositol phosphate metabolism:map00562
LOCMI17160	En	Inositol phosphate metabolism:map00562
LOCMI00416	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI01104	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI02604	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI03426	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI04184	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI04409	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI04678	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI05077	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI07497	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI09651	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI10803	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI11004	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI12752	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI13613	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI15116	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI00784	En	Glycerophospholipid metabolism:map00564
LOCMI00814	En	Glycerophospholipid metabolism:map00564
LOCMI01949	En	Glycerophospholipid metabolism:map00564
LOCMI07602	En	Glycerophospholipid metabolism:map00564
LOCMI12950	En	Glycerophospholipid metabolism:map00564
LOCMI13293	En	Glycerophospholipid metabolism:map00564
LOCMI15781	En	Glycerophospholipid metabolism:map00564
LOCMI15782	En	Glycerophospholipid metabolism:map00564
LOCMI15785	En	Glycerophospholipid metabolism:map00564
LOCMI15791	En	Glycerophospholipid metabolism:map00564
LOCMI15792	En	Glycerophospholipid metabolism:map00564
LOCMI15794	En	Glycerophospholipid metabolism:map00564
LOCMI15798	En	Glycerophospholipid metabolism:map00564
LOCMI15799	En	Glycerophospholipid metabolism:map00564
LOCMI15808	En	Glycerophospholipid metabolism:map00564
LOCMI15825	En	Glycerophospholipid metabolism:map00564
LOCMI15829	En	Glycerophospholipid metabolism:map00564
LOCMI15832	En	Glycerophospholipid metabolism:map00564
LOCMI15836	En	Glycerophospholipid metabolism:map00564
LOCMI15856	En	Glycerophospholipid metabolism:map00564
LOCMI15860	En	Glycerophospholipid metabolism:map00564
LOCMI15886	En	Glycerophospholipid metabolism:map00564
LOCMI15887	En	Glycerophospholipid metabolism:map00564
LOCMI15893	En	Glycerophospholipid metabolism:map00564
LOCMI15920	En	Glycerophospholipid metabolism:map00564
LOCMI15922	En	Glycerophospholipid metabolism:map00564
LOCMI15929	En	Glycerophospholipid metabolism:map00564
LOCMI15950	En	Glycerophospholipid metabolism:map00564
LOCMI15953	En	Glycerophospholipid metabolism:map00564
LOCMI15960	En	Glycerophospholipid metabolism:map00564
LOCMI15968	En	Glycerophospholipid metabolism:map00564
LOCMI16013	En	Glycerophospholipid metabolism:map00564
LOCMI16018	En	Glycerophospholipid metabolism:map00564
LOCMI16021	En	Glycerophospholipid metabolism:map00564
LOCMI16034	En	Glycerophospholipid metabolism:map00564
LOCMI16035	En	Glycerophospholipid metabolism:map00564
LOCMI16042	En	Glycerophospholipid metabolism:map00564
LOCMI16054	En	Glycerophospholipid metabolism:map00564
LOCMI16056	En	Glycerophospholipid metabolism:map00564
LOCMI16070	En	Glycerophospholipid metabolism:map00564
LOCMI16073	En	Glycerophospholipid metabolism:map00564
LOCMI16076	En	Glycerophospholipid metabolism:map00564
LOCMI16079	En	Glycerophospholipid metabolism:map00564
LOCMI16087	En	Glycerophospholipid metabolism:map00564
LOCMI16090	En	Glycerophospholipid metabolism:map00564
LOCMI16096	En	Glycerophospholipid metabolism:map00564
LOCMI16334	En	Glycerophospholipid metabolism:map00564
LOCMI04704	En	Ether lipid metabolism:map00565
LOCMI07602	En	Ether lipid metabolism:map00565
LOCMI15188	En	Ether lipid metabolism:map00565
LOCMI15759	En	Ether lipid metabolism:map00565
LOCMI15791	En	Ether lipid metabolism:map00565
LOCMI15848	En	Ether lipid metabolism:map00565
LOCMI15877	En	Ether lipid metabolism:map00565
LOCMI15893	En	Ether lipid metabolism:map00565
LOCMI16013	En	Ether lipid metabolism:map00565
LOCMI16018	En	Ether lipid metabolism:map00565
LOCMI16035	En	Ether lipid metabolism:map00565
LOCMI16054	En	Ether lipid metabolism:map00565
LOCMI16070	En	Ether lipid metabolism:map00565
LOCMI16073	En	Ether lipid metabolism:map00565
LOCMI16076	En	Ether lipid metabolism:map00565
LOCMI16079	En	Ether lipid metabolism:map00565
LOCMI16087	En	Ether lipid metabolism:map00565
LOCMI03247	En	Arachidonic acid metabolism:map00590
LOCMI04694	En	Arachidonic acid metabolism:map00590
LOCMI06647	En	Arachidonic acid metabolism:map00590
LOCMI08915	En	Arachidonic acid metabolism:map00590
LOCMI09009	En	Arachidonic acid metabolism:map00590
LOCMI10926	En	Arachidonic acid metabolism:map00590
LOCMI13707	En	Arachidonic acid metabolism:map00590
LOCMI15708	En	Arachidonic acid metabolism:map00590
LOCMI15774	En	Arachidonic acid metabolism:map00590
LOCMI15791	En	Arachidonic acid metabolism:map00590
LOCMI15893	En	Arachidonic acid metabolism:map00590
LOCMI16003	En	Arachidonic acid metabolism:map00590
