Ensembl	symbol	KEGG
LOCMI08143	LOCMI08143	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI16992	LOCMI16992	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI16007	LOCMI16007	Metabolism of xenobiotics by cytochrome P450:map00980
LOCMI17120	LOCMI17120	Insect hormone biosynthesis:map00981
LOCMI15492	LOCMI15492	Protein export:map03060
LOCMI10612	LOCMI10612	Protein export:map03060
LOCMI00915	LOCMI00915	Protein export:map03060
LOCMI16298	LOCMI16298	Butanoate metabolism:map00650
LOCMI15940	LOCMI15940	Butanoate metabolism:map00650
LOCMI16955	LOCMI16955	Butanoate metabolism:map00650
LOCMI16371	LOCMI16371	Butanoate metabolism:map00650
LOCMI16200	LOCMI16200	Steroid biosynthesis:map00100
LOCMI00700	LOCMI00700	Steroid biosynthesis:map00100
LOCMI17045	LOCMI17045	Retinol metabolism:map00830
LOCMI17046	LOCMI17046	Retinol metabolism:map00830
LOCMI17036	LOCMI17036	Retinol metabolism:map00830
LOCMI17032	LOCMI17032	Retinol metabolism:map00830
LOCMI16992	LOCMI16992	Retinol metabolism:map00830
LOCMI07568	LOCMI07568	Retinol metabolism:map00830
LOCMI16007	LOCMI16007	Retinol metabolism:map00830
LOCMI03087	LOCMI03087	Phenylalanine metabolism:map00360
LOCMI16298	LOCMI16298	Fatty acid metabolism:map01212
LOCMI15940	LOCMI15940	Fatty acid metabolism:map01212
LOCMI16955	LOCMI16955	Fatty acid metabolism:map01212
LOCMI15853	LOCMI15853	Fatty acid metabolism:map01212
LOCMI15923	LOCMI15923	Fatty acid metabolism:map01212
LOCMI15809	LOCMI15809	Fatty acid metabolism:map01212
LOCMI15961	LOCMI15961	Fatty acid metabolism:map01212
LOCMI15872	LOCMI15872	Fatty acid metabolism:map01212
LOCMI16371	LOCMI16371	Fatty acid metabolism:map01212
LOCMI16046	LOCMI16046	Fatty acid metabolism:map01212
LOCMI16031	LOCMI16031	Biosynthesis of amino acids:map01230
LOCMI09897	LOCMI09897	Biosynthesis of amino acids:map01230
LOCMI15819	LOCMI15819	Biosynthesis of amino acids:map01230
LOCMI15912	LOCMI15912	Biosynthesis of amino acids:map01230
LOCMI10153	LOCMI10153	Biosynthesis of amino acids:map01230
LOCMI04776	LOCMI04776	Biosynthesis of amino acids:map01230
LOCMI16875	LOCMI16875	Biosynthesis of amino acids:map01230
LOCMI07298	LOCMI07298	Ascorbate and aldarate metabolism:map00053
LOCMI15907	LOCMI15907	Ascorbate and aldarate metabolism:map00053
LOCMI17045	LOCMI17045	Ascorbate and aldarate metabolism:map00053
LOCMI15851	LOCMI15851	Ascorbate and aldarate metabolism:map00053
LOCMI17046	LOCMI17046	Ascorbate and aldarate metabolism:map00053
LOCMI17036	LOCMI17036	Ascorbate and aldarate metabolism:map00053
LOCMI17032	LOCMI17032	Ascorbate and aldarate metabolism:map00053
LOCMI15912	LOCMI15912	Ascorbate and aldarate metabolism:map00053
LOCMI15985	LOCMI15985	Ascorbate and aldarate metabolism:map00053
LOCMI15896	LOCMI15896	Ascorbate and aldarate metabolism:map00053
LOCMI16992	LOCMI16992	Ascorbate and aldarate metabolism:map00053
LOCMI15819	LOCMI15819	Citrate cycle (TCA cycle):map00020
LOCMI15964	LOCMI15964	Citrate cycle (TCA cycle):map00020
LOCMI15819	LOCMI15819	2-Oxocarboxylic acid metabolism:map01210
LOCMI10153	LOCMI10153	2-Oxocarboxylic acid metabolism:map01210
LOCMI07360	LOCMI07360	Sulfur relay system:map04122
LOCMI07184	LOCMI07184	Wnt signaling pathway:map04310
LOCMI13620	LOCMI13620	Wnt signaling pathway:map04310
LOCMI14147	LOCMI14147	Wnt signaling pathway:map04310
LOCMI13915	LOCMI13915	Wnt signaling pathway:map04310
